dup_group,group_size,row_index,Catalog,FIRST_ID,RA,Dec,z,Flux_FIRST_1400MHz,Host_name
454,2,3767,Lao,J123916.4+142306,189.8172,14.3861,0.36498,4.91,WISEA J123916.12+142309.9
454,2,3766,Sasmal,J123916.1+142309,189.8172083,14.38602778,0.37,8.0,
455,3,3781,Lao,J124109.0+273454,190.28605,27.57971,0.19852,177.69,DESI J124108.66+273447.0
455,3,6881,Mirabest,,190.286085,27.57973,0.1985,,
455,3,3780,Sasmal,J124108.7+273447,190.286625,27.57975,,177.0,
456,2,3786,Lao,J124147.3+605637,190.45024,60.94437,0.2335,16.87,WISEA J124148.05+605639.7
456,2,3787,Sasmal,J124148.0+605639,190.450125,60.94427778,0.23,16.0,
457,2,3788,Lao,J124150.0+160021,190.45911,16.00543,0.24366,57.74,WISEA J124150.18+160019.5
457,2,6742,Mirabest,,190.45908,16.00544,0.2437,,
458,3,3794,Lao,J124247.6+404149,190.69904,40.6956,0.44535,42.1,DESI J124247.77+404144.1
458,3,6798,Mirabest,,190.69902,40.69564,0.452,,
458,3,3795,Sasmal,J124247.7+404144,190.699,40.69563889,0.45,43.0,
459,2,3824,Lao,J124648.3+545323,191.69809,54.88752,0.08506,40.93,WISEA J124647.54+545315.0
459,2,3823,Sasmal,J124647.5+545315,191.6980417,54.88755556,0.08,40.0,
460,2,3829,Lao,J124701.2+404209,191.75415,40.70066,0.19673,76.27,DESI J124701.00+404202.4
460,2,3828,Sasmal,J124700.9+404202,191.7541667,40.70063889,,75.0,
461,2,3837,Lao,J124725.5+093107,191.85081,9.51918,0.19046,116.91,WISEA J124724.19+093109.0
461,2,3836,Sasmal,J124724.1+093108,191.8506667,9.519138889,0.19,117.0,
462,2,3850,Lao,J124925.7+093211,192.35716,9.53595,0.22802,64.14,WISEA J124925.71+093209.4
462,2,6745,Mirabest,,192.357195,9.53583,0.228,,
463,2,3852,Lao,J124943.2+303858,192.42597,30.64388,0.1937,91.83,WISEA J124942.23+303837.9
463,2,3851,Sasmal,J124942.2+303837,192.4259583,30.64386111,0.19,86.0,
464,2,3853,Lao,J124947.4+014316,192.44796,1.72516,0.15825,190.83,WISEA J124947.51+014330.5
464,2,6378,Mirabest,,192.44802,1.72511,0.1583,,
465,2,3858,Lao,J125003.3-013223,192.51604,-1.54042,0.082,386.74,WISEA J125003.86-013225.2
465,2,3859,Sasmal,J125003.8-013224,192.5158333,-1.540277778,0.08,384.0,
466,2,3861,Lao,J125011.0+083958,192.54412,8.66465,0.34772,11.61,WISEA J125010.58+083952.7
466,2,3860,Sasmal,J125010.5+083952,192.544125,8.664638889,0.35,13.0,
467,2,3870,Lao,J125118.3-012313,192.82624,-1.387,,26.24,
467,2,3869,Sasmal,J125118.1-012312,192.825625,-1.386805556,,26.0,
468,2,3879,Lao,J125222.8+031555,193.09423,3.26501,0.09885,938.18,DESI J125222.61+031554.1
468,2,6380,Mirabest,,193.09422,3.265,0.0988,,
469,2,3900,Lao,J125516.9+015258,193.82148,1.88217,0.99227,6.85,DESI J125517.15+015255.8
469,2,3901,Sasmal,J125516.9+015259,193.8208333,1.883194444,,8.0,
470,2,3930,Lao,J125929.8+490607,194.87718,49.10065,0.25568,11.86,WISEA J125930.52+490602.3
470,2,3931,Sasmal,J125930.2+490600,194.8759167,49.10016667,,15.0,
471,2,3934,Lao,J125942.3+461743,194.92431,46.29443,0.42199,14.28,SDSS J125941.83+461739.9
471,2,3933,Sasmal,J125941.8+461739,194.924375,46.29441667,0.42,13.0,
472,2,3962,Lao,J130409.7+185559,196.03868,18.93024,0.19675,50.93,WISEA J130409.28+185548.8
472,2,3961,Sasmal,J130409.2+185548,196.0387083,18.93019444,0.2,52.0,
473,2,3968,Lao,J130526.8+264510,196.36363,26.75205,0.33212,78.83,WISEA J130527.27+264507.3
473,2,6884,Mirabest,,196.36353,26.75199,0.3321,,
474,2,3975,Lao,J130607.4+333813,196.52959,33.63708,0.30082,22.14,WISEA J130607.10+333813.4
474,2,3974,Sasmal,J130607.1+333813,196.529625,33.63708333,0.3,22.0,
475,2,3978,Lao,J130630.0-053931,196.62726,-5.65749,0.41906,21.63,DESI J130630.54-053927.0
475,2,3979,Sasmal,J130630.4-053926,196.6266667,-5.657277778,,22.0,
476,2,3987,Lao,J130732.5+440350,196.88452,44.057,0.20246,106.09,WISEA J130732.28+440325.2
476,2,6629,Mirabest,,196.88457,44.05706,0.2025,,
477,3,3988,Lao,J130742.9+565057,196.93224,56.851,0.24988,136.32,WISEA J130743.73+565103.5
477,3,6605,Mirabest,,196.93209,56.85091,0.25,,
477,3,3989,Sasmal,J130743.7+565103,196.9320833,56.85091667,0.25,136.0,
478,2,3992,Lao,J130833.3+531111,197.13766,53.18872,0.32187,22.26,WISEA J130833.03+531119.3
478,2,3991,Sasmal,J130833.0+531119,197.137625,53.18872222,0.32,21.0,
479,2,3993,Lao,J130836.4+082857,197.15165,8.48265,,11.88,
479,2,3994,Sasmal,J130836.4+082900,197.1516667,8.483527778,,13.0,
480,2,3999,Lao,J130906.0+102942,197.26857,10.49314,0.08661,556.56,DESI J130904.46+102935.3
480,2,6749,Mirabest,,197.268615,10.49314,0.0866,,
481,2,4016,Lao,J131117.9+192239,197.82275,19.37955,0.19259,37.28,WISEA J131117.45+192246.3
481,2,4015,Sasmal,J131117.4+192246,197.82275,19.37952778,0.19,36.0,
482,2,4025,Lao,J131340.9+022035,198.42045,2.34313,,6.7,
482,2,4026,Sasmal,J131341.0+022036,198.4210417,2.343527778,,7.0,
483,2,4044,Lao,J131517.3+061304,198.82186,6.21592,0.26088,45.79,SDSS J131517.24+061257.3
483,2,4043,Sasmal,J131517.2+061257,198.821875,6.215916667,0.26,45.0,
484,3,4060,Lao,J131739.4+191028,199.41459,19.17242,0.26856,158.98,WISEA J131739.50+191020.6
484,3,6970,Mirabest,,199.414665,19.17244,0.2685,,
484,3,4061,Sasmal,J131739.5+191020,199.4146667,19.17244444,0.27,160.0,
485,2,4066,Lao,J131757.1+314458,199.48654,31.74637,0.21288,29.42,DESI J131756.77+314446.9
485,2,4065,Sasmal,J131756.7+314447,199.4865,31.74638889,0.21,30.0,
486,2,4075,Lao,J131926.5+580725,199.86199,58.12362,0.31451,30.11,WISEA J131926.87+580725.0
486,2,4076,Sasmal,J131926.9+580725,199.8620833,58.12369444,0.31,31.0,
487,2,4081,Lao,J131952.2+544303,199.96827,54.71908,0.37205,17.48,SDSS J131952.38+544308.6
487,2,4082,Sasmal,J131952.3+544308,199.96825,54.71905556,0.37,16.0,
488,2,4083,Lao,J132000.0+253246,200.00083,25.54551,0.13417,257.44,DESI J132000.20+253243.8
488,2,6987,Mirabest,,200.000835,25.54553,0.1347,,
489,2,4087,Lao,J132031.1-034107,200.13034,-3.68475,0.35372,49.43,DESI J132031.28-034105.1
489,2,4088,Sasmal,J132031.3-034105,200.1305417,-3.684888889,,55.0,
490,2,4105,Lao,J132246.6+113212,200.69297,11.53783,0.21313,57.98,WISEA J132246.31+113216.2
490,2,4104,Sasmal,J132246.3+113215,200.6929583,11.53775,0.21,57.0,
491,2,4112,Lao,J132319.3+030812,200.82837,3.13532,0.26893,1394.62,WISEA J132318.80+030807.1
491,2,6382,Mirabest,,200.828385,3.13532,0.2689,,
492,2,4127,Lao,J132519.5+080806,201.32926,8.13235,0.14771,121.92,WISEA J132519.02+080756.4
492,2,6751,Mirabest,,201.329235,8.13237,0.1477,,
493,2,4142,Lao,J132613.8+192427,201.557,19.40661,0.17628,94.72,WISEA J132613.67+192423.8
493,2,6972,Mirabest,,201.55701,19.40661,0.1763,,
494,2,4151,Lao,J132705.8-044034,201.77432,-4.67943,0.43071,38.48,DESI J132705.84-044045.9
494,2,4150,Sasmal,J132705.5-044047,201.7732083,-4.679777778,,39.0,
495,2,4160,Lao,J132758.0+000749,201.98952,0.13098,0.50908,53.79,WISEA J132757.48+000751.5
495,2,4158,Sasmal,J132757.4+000747,201.9894583,0.1298333333,,56.0,
496,2,4169,Lao,J132924.2-051108,202.34939,-5.18783,0.39932,13.03,DESI J132923.85-051116.2
496,2,4168,Sasmal,J132923.9-051115,202.3497083,-5.187555556,,13.0,
497,2,4173,Lao,J133007.3+270354,202.52784,27.06464,0.27696,76.47,WISEA J133006.68+270352.6
497,2,6886,Mirabest,,202.52781,27.0646,0.277,,
498,2,4174,Lao,J133010.2-020600,202.54299,-2.1049,0.08657,174.1,VIII Zw 317 NOTES01
498,2,6509,Mirabest,,202.54302,-2.10501,0.0866,,
499,2,4176,Lao,J133029.5+064919,202.62946,6.82605,0.27583,154.55,WISEA J133031.07+064933.7
499,2,4178,Sasmal,J133031.0+064933,202.6294583,6.826055556,0.28,152.0,
500,2,4181,Lao,J133039.4+625512,202.66341,62.9188,0.2211,51.75,WISEA J133039.21+625507.6
500,2,6423,Mirabest,,202.66389,62.91869,0.2211,,
501,2,4184,Lao,J133105.8+163041,202.77424,16.511,0.39138,67.49,WISEA J133105.81+163039.5
501,2,6966,Mirabest,,202.77435,16.51105,0.3914,,
502,2,4204,Lao,J133325.6+094430,203.35762,9.74226,0.316,25.82,WISEA J133325.82+094432.1
502,2,4205,Sasmal,J133325.8+094431,203.3577083,9.742194444,0.32,24.0,
503,2,4207,Lao,J133334.6+542742,203.39698,54.46218,0.1075,179.74,WISEA J133335.27+542743.8
503,2,4208,Sasmal,J133335.2+542743,203.3967917,54.46208333,0.11,183.0,
504,2,4211,Lao,J133340.8+041513,203.42032,4.25151,0.17041,312.4,2MASX J13334083+0415058
504,2,6495,Mirabest,,203.420325,4.25151,0.1704,,
505,2,4222,Lao,J133437.5+253720,203.65448,25.62233,0.29761,22.02,WISEA J133437.07+253720.3
505,2,4221,Sasmal,J133437.0+253720,203.6545417,25.62225,0.3,28.0,
506,2,4226,Lao,J133449.1+172805,203.70334,17.47113,0.21137,39.64,DESI J133448.80+172816.1
506,2,4225,Sasmal,J133448.6+172812,203.7025,17.47008333,,40.0,
507,2,4245,Lao,J133632.7+211957,204.13412,21.33249,0.18885,39.9,WISEA J133632.18+211956.9
507,2,6983,Mirabest,,204.13413,21.33247,0.1889,,
508,2,4271,Lao,J133903.0-072639,204.76154,-7.4457,0.9864,58.31,DESI J133902.77-072644.5
508,2,4270,Sasmal,J133902.7-072643,204.761375,-7.445388889,,63.0,
509,2,4279,Lao,J134002.3+193358,205.00802,19.56306,0.4676,56.98,WISEA J134001.92+193347.0
509,2,6977,Mirabest,,205.00806,19.56306,0.4676,,
510,2,4292,Lao,J134120.9-011615,205.33781,-1.27064,0.87776,21.78,WISEA J134121.07-011614.2
510,2,4293,Sasmal,J134121.0-011614,205.337625,-1.270638889,,25.0,
511,2,4316,Lao,J134503.5+611029,206.2628,61.17544,0.50652,21.27,WISEA J134503.07+611031.5
511,2,4315,Sasmal,J134503.0+611031,206.26275,61.17544444,0.51,19.0,
512,2,4317,Lao,J134504.3+085506,206.26854,8.91941,0.61906,15.54,SDSS J134504.44+085509.8
512,2,4318,Sasmal,J134504.6+085507,206.2694583,8.918666667,,14.0,
513,2,4323,Lao,J134533.2+054613,206.38656,5.7696,0.12501,99.43,WISEA J134532.77+054610.5
513,2,6497,Mirabest,,206.38653,5.76957,0.125,,
514,2,4324,Lao,J134541.8+312408,206.42357,31.4018,0.22236,80.71,SDSS J134541.65+312406.4
514,2,6815,Mirabest,,206.42358,31.4018,0.2224,,
515,2,4337,Lao,J134732.6+410306,206.88792,41.05566,0.28691,127.83,WISEA J134733.10+410320.3
515,2,6632,Mirabest,,206.88816,41.05571,0.2869,,
516,2,4349,Lao,J134936.3+482839,207.40033,48.47883,0.49935,29.63,WISEA J134936.07+482843.7
516,2,4348,Sasmal,J134936.0+482844,207.4002917,48.47888889,0.5,29.0,
517,2,4352,Lao,J134949.4+420657,207.45147,42.11773,0.23316,39.04,WISEA J134948.35+420703.8
517,2,4351,Sasmal,J134948.3+420703,207.4514583,42.11769444,0.23,39.0,
518,2,4364,Lao,J135144.6+071226,207.93634,7.20471,0.84339,222.39,DESI J135144.72+071217.0
518,2,4365,Sasmal,J135144.7+071216,207.9363333,7.204722222,,126.0,
519,2,4367,Lao,J135221.1+615335,208.09463,61.8937,0.17847,186.46,2MASX J13522273+6153370
519,2,6424,Mirabest,,208.094625,61.8937,0.1786,,
520,2,4373,Lao,J135315.8+550652,208.31377,55.11344,0.14342,58.48,2MASX J13531560+5506498
520,2,6606,Mirabest,,208.31409,55.11342,0.1434,,
521,2,4374,Lao,J135330.1-073219,208.37628,-7.53799,0.18581,38.86,DESI J135330.31-073216.8
521,2,4375,Sasmal,J135330.3-073216,208.3762917,-7.537972222,,26.0,
522,2,4378,Lao,J135341.3+094235,208.4161,9.70373,0.13487,139.04,WISEA J135339.86+094213.4
522,2,4376,Sasmal,J135339.8+094213,208.4160417,9.70375,0.13,59.0,
523,2,4388,Lao,J135442.6+052901,208.67615,5.48226,0.07693,36.96,WISEA J135442.27+052856.1
523,2,4387,Sasmal,J135442.2+052856,208.676125,5.48225,0.08,40.0,
524,2,4398,Lao,J135547.1+175847,208.94635,17.97924,0.33249,21.52,WISEA J135547.12+175845.2
524,2,4397,Sasmal,J135547.1+175844,208.946375,17.97916667,0.33,29.0,
525,2,4399,Lao,J135604.7+120759,209.01906,12.13319,0.3492,64.59,WISEA J135604.57+120759.4
525,2,6710,Mirabest,,209.019105,12.13298,0.3492,,
526,2,4431,Lao,J135856.9+035229,209.73851,3.87351,0.65488,63.68,DESI J209.7385+03.8735
526,2,4432,Sasmal,J135857.1+035226,209.7383333,3.874111111,,64.0,
527,2,4441,Lao,J135950.2-010237,209.96126,-1.0443,0.34875,28.99,WISEA J135950.70-010239.4
527,2,4442,Sasmal,J135950.7-010238,209.96125,-1.044138889,0.35,30.0,
528,2,4446,Lao,J135959.7+444354,209.99902,44.73183,,22.22,
528,2,4445,Sasmal,J135959.4+444357,209.9975,44.73263889,,22.0,
529,2,4459,Lao,J140123.4+074043,210.34755,7.67783,0.2707,14.25,WISEA J140123.41+074040.1
529,2,4458,Sasmal,J140123.4+074040,210.3475417,7.677805556,0.27,16.0,
530,2,4463,Lao,J140148.2+283318,210.45133,28.55585,0.0645,103.51,CGCG 162-052
530,2,4464,Sasmal,J140148.6+283317,210.4525,28.55497222,,105.0,
531,2,4494,Lao,J140604.6+404147,211.51703,40.69415,0.21092,328.73,WISEA J140604.08+404138.9
531,2,6633,Mirabest,,211.516785,40.69411,0.2109,,
532,2,4496,Lao,J140605.7+021157,211.52369,2.19813,0.80557,16.76,DESI J140605.69+021153.3
532,2,4495,Sasmal,J140605.6+021153,211.523625,2.198305556,,15.0,
533,2,4506,Lao,J140712.2+425726,211.80429,42.95991,0.57535,31.93,DESI J140713.03+425735.7
533,2,4507,Sasmal,J140713.0+425735,211.8043333,42.95991667,,32.0,
534,2,4514,Lao,J140807.0+454052,212.02862,45.682,0.52568,9.52,WISEA J140806.86+454055.1
534,2,4513,Sasmal,J140806.6+454054,212.027625,45.68183333,,10.0,
535,2,4518,Lao,J140853.7+051127,212.22412,5.19083,,5.22,
535,2,4517,Sasmal,J140853.7+051124,212.2237917,5.190166667,,8.0,
536,2,4534,Lao,J141055.9-063641,212.73295,-6.61143,,113.7,
536,2,4533,Sasmal,J141055.7-063639,212.7324583,-6.610972222,,114.0,
537,2,4540,Lao,J141129.1+104902,212.87203,10.81655,0.16118,32.17,WISEA J141129.28+104859.5
537,2,4541,Sasmal,J141129.3+104859,212.8722083,10.81641667,0.16,28.0,
538,2,4556,Lao,J141253.6+215746,213.22383,21.96174,0.6306,40.35,DESI J141253.72+215742.3
538,2,4555,Sasmal,J141253.6+215743,213.2235417,21.96219444,,38.0,
539,2,4557,Lao,J141258.1+144408,213.24071,14.73423,0.14136,62.78,WISEA J141257.76+144403.2
539,2,6990,Mirabest,,213.24072,14.73423,0.1414,,
540,2,4562,Lao,J141330.7+484435,213.37256,48.74031,0.18349,72.63,WISEA J141329.41+484425.1
540,2,6699,Mirabest,,213.37251,48.74031,0.1835,,
541,2,4571,Lao,J141456.9+174612,213.73284,17.77202,0.33739,78.93,WISEA J141455.88+174619.2
541,2,6997,Mirabest,,213.7329,17.77205,0.3374,,
542,2,4573,Lao,J141513.6-013707,213.80828,-1.6177,0.14959,223.23,WISEA J141513.98-013703.7
542,2,6510,Mirabest,,213.80829,-1.61772,0.1496,,
543,2,4576,Lao,J141538.9+232653,213.91195,23.4473,1.0997,38.58,DESI J141538.87+232650.3
543,2,4575,Sasmal,J141538.8+232650,213.911875,23.44741667,,22.0,
544,2,4581,Lao,J141613.3+214743,214.0576,21.79524,0.19406,38.93,WISEA J141613.82+214742.8
544,2,4582,Sasmal,J141613.7+214742,214.0574583,21.79522222,0.19,11.0,
545,2,4592,Lao,J141718.4+060812,214.32899,6.13676,0.10972,190.0,WISEA J141718.95+060812.3
545,2,6762,Mirabest,,214.32894,6.13675,0.1097,,
546,2,4594,Lao,J141730.8+081237,214.38029,8.20842,0.0568,349.7,NGC 5535
546,2,6756,Mirabest,,214.3803,8.2084,0.0568,,
547,2,4600,Lao,J141753.5+011442,214.47039,1.24522,0.36936,9.61,DESI J141752.89+011442.8
547,2,4599,Sasmal,J141752.8+011442,214.470375,1.245194444,0.38,13.0,
548,2,4601,Lao,J141808.8+051512,214.5383,5.2544,0.58384,31.5,WISEA J141809.19+051515.8
548,2,4602,Sasmal,J141809.1+051515,214.5382083,5.254305556,0.58,31.0,
549,2,4605,Lao,J141812.3+321145,214.54795,32.19426,0.36099,29.12,WISEA J141811.50+321139.3
549,2,4604,Sasmal,J141811.5+321139,214.5479583,32.19425,0.36,30.0,
550,2,4614,Lao,J141939.5+465738,214.91734,46.95835,0.48256,68.94,WISEA J141940.16+465730.0
550,2,4616,Sasmal,J141940.1+465729,214.9173333,46.95830556,0.48,67.0,
551,2,4621,Lao,J142030.9-062233,215.13033,-6.37985,0.24346,69.27,DESI J142031.28-062247.5
551,2,4622,Sasmal,J142031.3-062243,215.1307083,-6.378722222,,26.0,
552,3,4628,Lao,J142042.3+250041,215.17434,25.00972,0.36254,126.91,WISEA J142041.84+250034.9
552,3,6840,Mirabest,,215.17437,25.00972,0.3625,,
552,3,4627,Sasmal,J142041.8+250035,215.174375,25.00972222,0.36,139.0,
553,2,4640,Lao,J142128.9-043136,215.37067,-4.52572,0.34027,58.62,DESI J142128.96-043132.6
553,2,4639,Sasmal,J142128.9-043131,215.3704167,-4.525527778,,61.0,
554,2,4641,Lao,J142136.5+610036,215.40398,61.00682,0.3091,24.71,WISEA J142136.95+610024.5
554,2,4642,Sasmal,J142136.9+610024,215.403875,61.00683333,0.31,21.0,
555,2,4645,Lao,J142158.9+445954,215.49382,44.9973,0.28286,79.75,WISEA J142158.51+445950.2
555,2,6595,Mirabest,,215.49387,44.99731,0.2817,,
556,2,4653,Lao,J142259.1+082516,215.74555,8.42206,0.8596,14.23,DESI J142258.93+082519.4
556,2,4652,Sasmal,J142258.9+082518,215.7454167,8.421888889,,16.0,
557,2,4655,Lao,J142334.2+162852,215.89296,16.47806,0.236,67.7,WISEA J142334.31+162841.0
557,2,6996,Mirabest,,215.892885,16.4778,0.236,,
558,2,4663,Lao,J142446.6+040340,216.19336,4.06266,0.36335,21.8,WISEA J142446.40+040345.5
558,2,4662,Sasmal,J142446.4+040345,216.1935833,4.062666667,0.36,20.0,
559,2,4670,Lao,J142547.2+554526,216.44649,55.75747,1.10657,49.4,DESI J142547.16+554526.9
559,2,4669,Sasmal,J142547.0+554526,216.44625,55.75725,,47.0,
560,3,4673,Lao,J142615.0+005028,216.56811,0.83764,0.125,105.84,WISEA J142616.34+005015.5
560,3,6383,Mirabest,,216.56811,0.83757,0.125,,
560,3,4675,Sasmal,J142616.3+005015,216.5680833,0.8376111111,0.12,60.0,
561,2,4678,Lao,J142638.9+410241,216.66446,41.0468,0.36257,38.51,WISEA J142639.46+410248.4
561,2,4679,Sasmal,J142639.4+410248,216.6644167,41.04691667,0.36,41.0,
562,2,4680,Lao,J142641.0+240844,216.67066,24.14624,0.14449,74.58,WISEA J142640.95+240846.4
562,2,6842,Mirabest,,216.67068,24.14624,0.1445,,
563,2,4691,Lao,J142806.7+395322,217.03051,39.88811,0.51069,36.75,SDSS J142807.32+395317.1
563,2,4692,Sasmal,J142807.3+395317,217.0305,39.88811111,0.51,36.0,
564,2,4706,Lao,J143024.4+143526,217.60143,14.59092,0.38909,59.71,WISEA J143024.34+143527.3
564,2,6991,Mirabest,,217.6014,14.59089,0.3891,,
565,2,4728,Lao,J143225.2+124726,218.10561,12.79018,0.55821,42.06,WISEA J143225.34+124724.6
565,2,4729,Sasmal,J143225.3+124724,218.10575,12.79016667,0.56,72.0,
566,2,4733,Lao,J143304.3+033031,218.26813,3.51045,0.14792,93.79,WISEA J143304.35+033037.6
566,2,6417,Mirabest,,218.26812,3.51046,0.1479,,
567,2,4734,Lao,J143320.1+191330,218.33531,19.22474,0.21108,23.14,WISEA J143320.47+191329.0
567,2,4735,Sasmal,J143320.4+191328,218.3352917,19.22472222,0.21,23.0,
568,2,4747,Lao,J143408.3+013644,218.53749,1.61682,0.13786,592.17,WISEA J143408.99+013700.5
568,2,6384,Mirabest,,218.53761,1.61694,0.1379,,
569,3,4760,Lao,J143527.2+550759,218.86855,55.1311,0.13985,478.12,WISEA J143528.45+550751.9
569,3,6563,Mirabest,,218.868585,55.13113,0.1399,,
569,3,4761,Sasmal,J143528.4+550752,218.8685833,55.13113889,0.14,480.0,
570,3,4784,Lao,J143807.5+092608,219.5315,9.43662,0.33124,61.48,WISEA J143807.55+092611.8
570,3,6712,Mirabest,,219.531615,9.43657,0.3312,,
570,3,4785,Sasmal,J143807.5+092611,219.5315833,9.436583333,0.33,60.0,
571,2,4786,Lao,J143819.1+201855,219.58069,20.31572,0.4529,60.71,WISEA J143819.36+201856.5
571,2,7013,Mirabest,,219.58059,20.31553,0.4529,,
572,2,4804,Lao,J144002.6+134216,220.01193,13.70498,0.51765,10.46,DESI J144002.86+134217.9
572,2,4805,Sasmal,J144002.8+134217,220.0119167,13.70497222,,11.0,
573,2,4833,Lao,J144349.7+575332,220.9548,57.89025,0.2987,47.89,2MASS J14434916+5753256
573,2,6474,Mirabest,,220.9548,57.89025,0.2988,,
574,2,4842,Lao,J144454.0+540617,221.22211,54.10472,0.01754,72.79,DESI J144453.31+540617.0
574,2,4841,Sasmal,J144453.2+540617,221.2220833,54.10477778,,71.0,
575,2,4849,Lao,J144512.7+295139,221.30304,29.86099,,27.05,
575,2,4848,Sasmal,J144512.7+295136,221.3030417,29.86025,,30.0,
576,2,4851,Lao,J144538.4+635735,221.41018,63.95935,0.29751,20.11,SDSS J144538.44+635733.6
576,2,4850,Sasmal,J144538.4+635733,221.4102083,63.95938889,0.3,22.0,
577,2,4852,Lao,J144600.8+431916,221.50392,43.32026,0.89008,6.92,DESI J144600.94+431912.9
577,2,4853,Sasmal,J144600.9+431912,221.503875,43.32022222,,8.0,
578,2,4862,Lao,J144633.7+140215,221.64097,14.03667,0.11995,25.8,WISEA J144633.83+140212.0
578,2,4863,Sasmal,J144633.8+140211,221.6409583,14.03663889,0.12,22.0,
579,2,4868,Lao,J144701.1+460253,221.7519,46.04541,0.12777,183.54,WISEA J144700.45+460243.4
579,2,6700,Mirabest,,221.751885,46.04544,0.1278,,
580,2,4874,Lao,J144804.7+144723,222.01086,14.78098,0.20886,463.57,WISEA J144802.60+144651.5
580,2,6993,Mirabest,,222.010845,14.78097,0.2089,,
581,2,4877,Lao,J144839.4+594444,222.16191,59.74779,0.27625,132.01,WISEA J144838.85+594452.0
581,2,4876,Sasmal,J144838.8+594452,222.161875,59.74777778,0.28,130.0,
582,2,4894,Lao,J145022.7+272816,222.59383,27.47234,0.12549,83.78,WISEA J145022.51+272820.4
582,2,4893,Sasmal,J145022.5+272820,222.5938333,27.47236111,0.12,86.0,
583,2,4904,Lao,J145144.5+162251,222.93553,16.38092,,40.61,
583,2,4903,Sasmal,J145144.4+162246,222.935,16.37969444,,16.0,
584,2,4911,Lao,J145222.6+170729,223.09525,17.12162,0.04469,178.7,2MASX J14522287+1707177
584,2,4912,Sasmal,J145222.8+170717,223.0951667,17.12163889,0.04,174.0,
585,2,4913,Lao,J145225.0+611703,223.09843,61.28543,0.27881,127.96,WISEA J145223.62+611707.5
585,2,6427,Mirabest,,223.098315,61.28541,0.2788,,
586,2,4920,Lao,J145238.9+073340,223.15946,7.55892,0.39706,33.18,WISEA J145238.27+073332.1
586,2,4919,Sasmal,J145238.2+073331,223.1595417,7.558777778,0.4,33.0,
587,2,4958,Lao,J145755.6+314055,224.48181,31.68196,,76.24,
587,2,4959,Sasmal,J145755.8+314057,224.4827083,31.68252778,,73.0,
588,2,4963,Lao,J145825.0+484232,224.60341,48.71025,0.20441,84.39,WISEA J145824.81+484236.8
588,2,6558,Mirabest,,224.60337,48.71022,0.2044,,
589,2,4965,Lao,J145841.6+100619,224.67436,10.10712,0.60497,57.46,WISEA J145841.84+100625.6
589,2,4966,Sasmal,J145842.1+100624,224.6756667,10.10672222,,58.0,
590,2,4967,Lao,J145859.9+275402,224.75089,27.90019,0.22884,16.23,WISEA J145900.21+275400.6
590,2,4968,Sasmal,J145900.2+275400,224.7509583,27.90022222,0.23,16.0,
591,2,4987,Lao,J150114.3+095934,225.30915,9.99036,0.33836,48.46,WISEA J150114.19+095925.3
591,2,6713,Mirabest,,225.309255,9.99025,0.3384,,
592,3,4990,Lao,J150128.9+213416,225.36766,21.57323,0.25806,249.28,DESI J150128.25+213423.8
592,3,6849,Mirabest,,225.36774,21.57329,0.2581,,
592,3,4989,Sasmal,J150128.2+213423,225.3677083,21.57327778,0.26,228.0,
593,2,4991,Lao,J150146.5+243912,225.44416,24.65456,0.1203,136.8,WISEA J150146.59+243916.4
593,2,6848,Mirabest,,225.444045,24.65447,0.1203,,
594,2,4997,Lao,J150232.8+425559,225.63916,42.93235,0.29276,40.82,WISEA J150233.39+425556.4
594,2,4998,Sasmal,J150233.3+425556,225.6391667,42.93236111,0.29,42.0,
595,2,5025,Lao,J150548.5+154650,226.44934,15.78077,0.16336,24.03,DESI J150547.84+154650.8
595,2,5024,Sasmal,J150547.8+154650,226.4494167,15.78077778,,22.0,
596,2,5041,Lao,J150903.9+212420,227.26722,21.40423,0.31128,152.53,WISEA J150904.13+212415.2
596,2,6853,Mirabest,,227.267205,21.40422,0.3113,,
597,2,5043,Lao,J150927.9+444516,227.36566,44.75211,0.49174,305.31,DESI J150927.76+444507.6
597,2,6702,Mirabest,,227.36568,44.75211,0.4886,,
598,2,5055,Lao,J151055.7+054439,227.73375,5.74479,0.07805,549.35,IC 1101
598,2,5056,Sasmal,J151056.0+054441,227.733625,5.744916667,,552.0,
599,2,5057,Lao,J151109.0+180156,227.78663,18.03142,0.11584,385.31,WISEA J151108.79+180153.1
599,2,7005,Mirabest,,227.78661,18.03145,0.1158,,
600,2,5058,Lao,J151112.6+100125,227.80154,10.02231,0.41482,54.86,DESI J151112.37+100120.3
600,2,6716,Mirabest,,227.80155,10.02232,0.4161,,
601,3,5060,Lao,J151126.6+363330,227.858,36.56008,0.16383,142.76,WISEA J151125.91+363336.2
601,3,6619,Mirabest,,227.85798,36.56001,0.1638,,
601,3,5059,Sasmal,J151125.9+363335,227.858,36.56,0.16,144.0,
602,2,5067,Lao,J151215.1+151503,228.06451,15.24851,0.18653,105.79,2MASX J15121550+1514544
602,2,6999,Mirabest,,228.064605,15.24848,0.1865,,
603,2,5068,Lao,J151218.1+365414,228.07605,36.90536,0.28957,45.72,WISEA J151218.25+365419.3
603,2,5069,Sasmal,J151218.2+365418,228.0760833,36.90522222,0.29,52.0,
604,2,5073,Lao,J151255.1+061217,228.22836,6.20325,0.17526,26.89,WISEA J151254.80+061211.6
