dup_group,group_size,row_index,Catalog,FIRST_ID,RA,Dec,z,Flux_FIRST_1400MHz,Host_name
1,2,51,Lao,J001522.6+000922,3.84514,0.15604,0.44015,82.3,WISEA J001522.83+000921.7
1,2,2,Mirabest,J001522.8+000922,3.84517,0.15609,0.4401,15.2,
2,2,5,Lao,J000115.3-082639,0.31298,-8.44618,0.32871,154.89,SDSS J000115.11-082646.2
2,2,4,Sasmal,J000115.1-082646,0.3129583333,-8.446166667,0.33,156.0,
3,2,634,Lao,J005701.8-005236,14.25861,-0.87518,0.04416,101.81,UGC 00588
3,2,15,Mirabest,J005702.1-005231,14.25857,-0.87518,0.0442,32.3,
4,2,820,Lao,J010455.6+000434,16.23559,0.07312,0.27966,82.45,WISEA J010456.54+000423.2
4,2,17,Mirabest,J010456.6+000423,16.23564,0.0731,0.2797,6.0,
5,2,877,Lao,J011425.6+002942,18.60669,0.49247,0.35461,93.1,WISEA J011425.60+002932.8
5,2,21,Mirabest,J011425.6+002933,18.60663,0.49241,0.3546,4.9,
6,2,925,Lao,J013134.8+003328,22.88716,0.55598,0.07926,539.26,DESI J013132.92+003321.5
6,2,26,Mirabest,J013132.9+003321,22.887171,0.55597,0.0792,126.4,
7,2,931,Lao,J013246.8+011602,23.19652,1.26271,0.1256,254.43,WISEA J013247.16+011545.7
7,2,29,Mirabest,J013247.2+011546,23.19653,1.26271,0.1256,1.6,
8,2,1075,Lao,J023026.6+010848,37.61692,1.14716,0.2673,141.02,WISEA J023028.06+010849.7
8,2,40,Mirabest,J023028.1+010850,37.616908,1.14716,0.2673,2.0,
9,2,1099,Lao,J024558.3-064844,41.49392,-6.81688,0.13857,119.17,WISEA J024558.53-064900.7
9,2,41,Mirabest,J024558.5-064901,41.493932,-6.81686,0.1386,5.3,
10,2,48,Lao,J001248.7-060652,3.2027,-6.11754,0.202,66.27,WISEA J001248.64-060703.1
10,2,47,Sasmal,J001248.6-060703,3.202583333,-6.117527778,0.2,66.0,
11,2,71,Lao,J002346.8+071759,5.94192,7.29874,0.25119,74.44,WISEA J002346.06+071755.4
11,2,70,Sasmal,J002346.0+071755,5.941916667,7.29875,0.25,74.0,
12,2,80,Lao,J002719.3+022433,6.82955,2.40798,0.1583,132.31,WISEA J002719.09+022428.7
12,2,79,Sasmal,J002719.1+022428,6.829625,2.408027778,0.13,133.0,
13,2,1354,Lao,J073658.1+432856,114.24206,43.48393,0.2731,85.74,WISEA J073658.09+432902.1
13,2,93,Mirabest,J073658.1+432902,114.242081,43.4839,0.2731,4.4,
14,2,1438,Lao,J075240.5+455636,118.18418,45.9493,0.05174,622.43,DESI J075244.21+455657.4
14,2,97,Mirabest,J075244.2+455657,118.184159,45.94927,0.0517,50.1,
15,2,1447,Lao,J075347.2+230206,118.44817,23.03195,0.50159,61.03,WISEA J075347.56+230155.0
15,2,99,Mirabest,J075347.6+230155,118.44822,23.03191,0.5016,3.4,
16,2,1451,Lao,J075506.2+262105,118.77781,26.35444,0.1228,46.7,WISEA J075506.67+262115.9
16,2,101,Mirabest,J075506.7+262116,118.777809,26.35443,0.1228,3.2,
17,2,1508,Lao,J080601.5+190606,121.50642,19.10406,0.09788,178.62,WISEA J080601.54+190614.6
17,2,115,Mirabest,J080601.5+190615,121.506316,19.10409,0.0979,113.3,
18,2,1535,Lao,J081139.0+401452,122.91874,40.24925,0.12183,66.64,WISEA J081140.49+401457.3
18,2,119,Mirabest,J081140.5+401457,122.918739,40.24926,0.1218,4.3,
19,2,1540,Lao,J081243.9+250247,123.1824,25.0465,0.24102,55.39,WISEA J081243.77+250247.3
19,2,121,Mirabest,J081243.8+250247,123.182373,25.04646,0.241,13.9,
20,2,123,Mirabest,J081300.1+434749,123.25055,43.7969,0.1281,86.2,
20,2,1542,Sasmal,J081300.1+434748,123.2504583,43.79683333,0.13,337.0,
21,2,1574,Lao,J081653.9+391117,124.22395,39.18784,0.46538,79.57,DESI J081653.74+391116.1
21,2,129,Mirabest,J081653.7+391116,124.223907,39.18779,0.4654,0.7,
22,2,1591,Lao,J081805.3+543733,124.51617,54.61902,0.11743,516.72,DESI J081803.86+543708.4
22,2,130,Mirabest,J081803.9+543709,124.51612,54.61903,0.1174,12.6,
23,2,1636,Lao,J082247.7+041757,125.69849,4.29722,0.09541,170.29,WISEA J082247.63+041750.0
23,2,135,Mirabest,J082247.6+041750,125.698479,4.29722,0.0954,2.4,
24,2,1643,Lao,J082400.9+153454,126.00117,15.57964,0.09306,295.45,SDSS J082400.28+153446.7
24,2,137,Mirabest,J082400.3+153447,126.001167,15.57964,0.093,42.2,
25,3,1655,Lao,J082608.2+035856,126.53553,3.98439,0.20131,59.63,WISEA J082608.52+035903.7
25,3,143,Mirabest,J082608.5+035904,126.535468,3.98433,0.2013,3.1,
25,3,1656,Sasmal,J082608.5+035903,126.5354583,3.984333333,0.2,57.0,
26,2,1667,Lao,J082717.9+463533,126.82636,46.58638,0.12487,101.15,WISEA J082718.32+463510.9
26,2,145,Mirabest,J082718.3+463511,126.826302,46.58636,0.1249,11.2,
27,2,1678,Lao,J082834.7+322829,127.14655,32.47377,0.27974,46.45,WISEA J082835.17+322825.5
27,2,147,Mirabest,J082835.2+322825,127.146667,32.47367,0.2797,2.4,
28,2,1706,Lao,J083106.8+391404,127.78202,39.23893,0.2066,74.36,WISEA J083107.68+391420.1
28,2,150,Mirabest,J083107.7+391421,127.782044,39.23904,0.2066,2.2,
29,2,1717,Lao,J083231.4+351719,128.13001,35.28709,0.26881,84.68,SDSS J083231.19+351713.5
29,2,155,Mirabest,J083231.2+351714,128.130004,35.28709,0.2688,6.0,
30,2,1764,Lao,J083841.5+044414,129.67253,4.73584,0.45537,48.79,SDSS J083841.40+044409.0
30,2,165,Mirabest,J083841.4+044409,129.672531,4.73584,0.4554,7.7,
31,2,1765,Lao,J083844.5+325307,129.68588,32.88663,0.21275,119.65,SDSS J083844.61+325311.8
31,2,166,Mirabest,J083844.6+325312,129.685882,32.88662,0.2128,11.4,
32,2,1778,Lao,J084001.0+294848,130.00982,29.81739,0.06484,720.51,CGCG 150-014
32,2,169,Mirabest,J084002.4+294903,130.009857,29.8174,0.0648,75.0,
33,2,1899,Lao,J085242.5+154416,133.17724,15.73515,0.09988,70.76,WISEA J085242.53+154406.5
33,2,184,Mirabest,J085242.5+154407,133.177246,15.73515,0.09988,26.9,
34,2,1982,Lao,J090118.6+400645,135.32727,40.11377,0.09617,58.39,SDSS J090118.54+400649.5
34,2,191,Mirabest,J090118.5+400650,135.32727,40.11377,0.0962,11.8,
35,2,2003,Lao,J090235.0+204412,135.64543,20.73832,0.08343,135.1,WISEA J090234.90+204417.9
35,2,194,Mirabest,J090234.9+204418,135.645432,20.73831,0.0834,11.3,
36,2,2049,Lao,J090835.7+483916,137.15195,48.65509,0.11675,101.05,WISEA J090836.46+483918.3
36,2,202,Mirabest,J090836.5+483918,137.151947,48.65507,0.1168,13.4,
37,2,2061,Lao,J091011.6+013915,137.54822,1.65107,0.2842,118.75,WISEA J091011.57+013903.8
37,2,204,Mirabest,J091011.6+013904,137.548126,1.65105,0.2842,2.3,
38,2,2114,Lao,J091507.2+362228,138.78203,36.37565,0.19125,70.62,WISEA J091507.68+362232.3
38,2,211,Mirabest,J091507.7+362232,138.782013,36.37565,0.1912,22.8,
39,3,2132,Lao,J091648.0+381811,139.199,38.30165,0.07106,332.91,DESI J091647.76+381805.8
39,3,212,Mirabest,J091647.8+381806,139.198974,38.30163,0.0711,104.4,
39,3,2131,Sasmal,J091648.0+381806,139.2001667,38.30172222,,336.0,
40,2,2198,Lao,J092538.9+362740,141.4128,36.45156,0.11212,737.56,DESI J092539.07+362705.6
40,2,219,Mirabest,J092539.1+362706,141.41275,36.45155,0.1121,5.8,
41,2,2205,Lao,J092615.1+165114,141.56336,16.85353,0.21196,77.7,WISEA J092615.20+165112.7
41,2,221,Mirabest,J092615.2+165113,141.56337,16.85353,0.212,20.7,
42,2,2256,Lao,J093308.2+051450,143.28248,5.24408,0.42134,78.6,WISEA J093307.79+051438.6
42,2,228,Mirabest,J093307.8+051439,143.282517,5.24404,0.4213,4.8,
43,2,2385,Lao,J094818.7+561908,147.07657,56.31646,0.13892,134.54,2MASX J09481838+5618589
43,2,244,Mirabest,J094818.4+561859,147.076584,56.31644,0.1389,19.2,
44,2,2394,Lao,J094942.7-005026,147.42827,-0.84006,0.08097,180.61,WISEA J094942.78-005024.2
44,2,245,Mirabest,J094942.8-005024,147.428283,-0.84008,0.081,11.5,
45,2,2425,Lao,J095351.6+221537,148.46413,22.25882,0.26421,89.01,WISEA J095351.39+221531.7
45,2,249,Mirabest,J095351.4+221532,148.464051,22.25892,0.2642,18.7,
46,2,2440,Lao,J095539.1+013526,148.91459,1.59681,0.09874,162.71,WISEA J095539.50+013548.5
46,2,251,Mirabest,J095539.5+013548,148.914474,1.59678,0.0986,33.1,
47,2,2447,Lao,J095641.9+183540,149.17376,18.59656,0.16577,68.28,2MASX J09564172+1835470
47,2,253,Mirabest,J095641.7+183548,149.173797,18.59654,0.1658,1.8,
48,2,2465,Lao,J095838.9+264141,149.66411,26.69456,0.48434,79.66,SDSS J095839.38+264140.4
48,2,258,Mirabest,J095839.4+264140,149.664108,26.69457,0.4843,1.6,
49,2,2493,Lao,J100140.2+135903,150.41771,13.98583,0.38736,74.66,WISEA J100140.24+135909.0
49,2,260,Mirabest,J100140.3+135909,150.41778,13.98585,0.3874,1.7,
50,2,2503,Lao,J100322.5+101651,150.8422,10.28078,0.16186,64.25,WISEA J100322.12+101650.8
50,2,262,Mirabest,J100322.1+101651,150.84222,10.28089,0.1619,20.6,
51,2,2536,Lao,J100813.8+121231,152.05999,12.20724,0.16346,59.31,WISEA J100814.39+121226.0
51,2,269,Mirabest,J100814.4+121226,152.059965,12.2072,0.1635,1.5,
52,2,2548,Lao,J100935.2+182620,152.39892,18.43384,0.11648,161.47,WISEA J100935.73+182601.8
52,2,271,Mirabest,J100935.7+182602,152.39877,18.43376,0.1165,58.7,
53,2,2568,Lao,J101206.4+084146,153.02669,8.69265,0.09844,208.02,WISEA J101206.40+084133.5
53,2,274,Mirabest,J101206.4+084133,153.026655,8.69253,0.0984,34.3,
54,2,2575,Lao,J101417.8+342636,153.56994,34.44022,0.15702,35.79,SDSS J101416.78+342624.7
54,2,277,Mirabest,J101416.8+342625,153.56994,34.44022,0.157,5.8,
55,2,2647,Lao,J102238.2+383449,155.65595,38.57916,0.05175,116.3,NGC 3219
55,2,286,Mirabest,J102237.4+383445,155.65587,38.57916,0.0518,18.3,
56,2,292,Lao,J004150.7-092547,10.45903,-9.42986,0.05779,116.74,GIN 009
56,2,291,Sasmal,J004149.9-092548,10.458125,-9.430166667,,35.0,
57,3,293,Lao,J004151.4+002833,10.46734,0.47637,0.15199,93.56,WISEA J004152.16+002834.9
57,3,6339,Mirabest,,10.467379,0.47639,0.152,,
57,3,294,Sasmal,J004152.1+002834,10.46733333,0.4763611111,0.15,94.0,
58,2,2698,Lao,J102857.5+030734,157.24594,3.12435,0.07256,127.84,WISEA J102859.02+030727.6
58,2,295,Mirabest,J102859.0+030728,157.245975,3.12434,0.07256,13.8,
59,2,2706,Lao,J102945.4+252327,157.4374,25.38634,0.2368,245.23,WISEA J102944.97+252310.8
59,2,297,Mirabest,J102945.0+252311,157.437375,25.38633,0.2368,7.6,
60,2,2757,Lao,J103502.7+425538,158.76097,42.93007,0.13602,100.08,WISEA J103502.63+425548.2
60,2,307,Mirabest,J103502.6+425548,158.760915,42.9301,0.136,3.7,
61,2,2767,Lao,J103637.5+383457,159.15108,38.58563,0.14489,155.1,DESI J103636.25+383508.2
61,2,311,Mirabest,J103636.2+383508,159.15102,38.58561,0.1449,20.6,
62,2,2810,Lao,J104113.6+564837,160.30481,56.80873,0.1854,52.59,WISEA J104113.15+564831.4
62,2,316,Mirabest,J104113.1+564831,160.304775,56.80872,0.1854,9.9,
63,2,2834,Lao,J104416.3+524045,161.06794,52.68211,0.18684,57.26,WISEA J104416.30+524055.6
63,2,320,Mirabest,J104416.3+524056,161.06802,52.68209,0.1868,2.4,
64,2,2851,Lao,J104645.7+314422,161.69111,31.74079,0.11386,134.95,SDSS J104645.86+314426.8
64,2,323,Mirabest,J104645.9+314427,161.69112,31.7408,0.1139,30.3,
65,2,2865,Lao,J104742.6+434706,161.92842,43.78133,0.08582,127.36,DESI J104742.83+434652.7
65,2,324,Mirabest,J104742.8+434653,161.928465,43.78131,0.0858,13.3,
66,2,2879,Lao,J104914.4+005957,162.30867,0.99595,0.10648,104.75,WISEA J104914.08+005945.4
66,2,326,Mirabest,J104914.1+005945,162.308715,0.99589,0.1065,3.1,
67,2,333,Lao,J004326.7-105413,10.86172,-10.90608,0.12732,88.69,WISEA J004326.81-105421.9
67,2,6439,Mirabest,,10.861721,-10.90606,0.1275,,
68,2,2922,Lao,J105545.0+452402,163.93744,45.40043,0.0636,154.72,DESI J105544.98+452401.5
68,2,343,Mirabest,J105545.0+452402,163.9374,45.40042,0.0636,34.9,
69,2,2929,Lao,J105626.3+164432,164.10325,16.74148,0.09456,181.89,WISEA J105624.78+164429.3
69,2,344,Mirabest,J105624.8+164429,164.103225,16.74149,0.0946,26.4,
70,2,2941,Lao,J105720.2+301233,164.33514,30.20843,0.2453,79.67,SDSS J105720.44+301230.4
70,2,348,Mirabest,J105720.4+301230,164.335155,30.20844,0.2453,30.0,
71,2,2969,Lao,J110215.9+290725,165.5653,29.1237,0.10598,164.51,2MASS J11021567+2907253
71,2,357,Mirabest,J110215.7+290725,165.565335,29.12368,0.1059,24.5,
72,2,3026,Lao,J110922.3+235512,167.34195,23.91861,0.18694,132.21,2MASX J11092205+2355065
72,2,368,Mirabest,J110922.1+235507,167.34195,23.91861,0.1869,18.6,
73,2,3044,Lao,J111205.0+373537,168.02101,37.59185,0.21368,65.66,WISEA J111205.04+373530.6
73,2,371,Mirabest,J111205.1+373531,168.02106,37.59185,0.2137,9.5,
74,2,3097,Lao,J111934.4+631727,169.88818,63.28792,0.15334,113.72,WISEA J111933.16+631716.5
74,2,379,Mirabest,J111933.2+631717,169.888215,63.28793,0.1533,15.5,
75,2,3112,Lao,J112303.7+434801,170.7653,43.79865,0.19411,81.87,WISEA J112303.67+434755.1
75,2,381,Mirabest,J112303.7+434755,170.76531,43.79869,0.1941,14.5,
76,2,3124,Lao,J112501.5+091002,171.25894,9.16758,0.26388,97.99,SDSS J112502.14+091003.2
76,2,382,Mirabest,J112502.1+091003,171.258915,9.16757,0.2639,3.1,
77,2,3161,Lao,J112923.6+210123,172.35054,21.02049,0.10765,285.86,WISEA J112924.12+210113.7
77,2,391,Mirabest,J112924.1+210114,172.35057,21.02052,0.1076,37.0,
78,2,3171,Lao,J113043.9+345449,172.68311,34.91322,0.1985,50.35,DESI J113043.95+345447.6
78,2,392,Mirabest,J113043.9+345448,172.683105,34.91322,0.2047,4.1,
79,2,3195,Lao,J113226.2+234518,173.10903,23.75376,0.15014,91.54,SDSS J113226.16+234513.5
79,2,400,Mirabest,J113226.2+234514,173.10903,23.75376,0.1501,25.3,
80,2,3200,Lao,J113249.7+244858,173.20893,24.81591,0.30119,59.84,WISEA J113250.14+244857.2
80,2,401,Mirabest,J113250.1+244857,173.208885,24.81592,0.3012,11.3,
81,3,3208,Lao,J113355.8+490400,173.49674,49.06206,0.03165,871.93,IC 0708
81,3,403,Mirabest,J113359.2+490343,173.49681,49.06205,0.0316,166.7,
81,3,3210,Sasmal,J113359.3+490345,173.49725,49.06263889,,427.0,
82,2,404,Mirabest,J113850.2+203918,174.709365,20.65511,0.1806,24.4,
82,2,3247,Sasmal,J113850.2+203918,174.709375,20.65511111,0.18,67.0,
83,2,3261,Lao,J114018.8+535028,175.0843,53.84143,0.14799,126.78,WISEA J114020.23+535029.1
83,2,408,Mirabest,J114020.2+535029,175.08426,53.84145,0.148,19.2,
84,2,3262,Lao,J114034.3+440544,175.14324,44.09678,0.38366,110.21,DESI J114034.40+440548.0
84,2,410,Mirabest,J114034.4+440548,175.14336,44.0967,0.3837,1.8,
85,2,3267,Lao,J114127.3+080218,175.35831,8.03784,0.22821,138.23,WISEA J114125.99+080216.2
85,2,411,Mirabest,J114126.0+080217,175.35825,8.03792,0.2282,11.6,
86,2,3291,Lao,J114404.2+440025,176.01618,44.0061,0.29905,49.96,WISEA J114403.88+440021.9
86,2,416,Mirabest,J114403.9+440022,176.016165,44.0061,0.2991,6.4,
87,2,3328,Lao,J114810.4+215326,177.04437,21.88666,0.17427,96.64,WISEA J114810.64+215311.9
87,2,427,Mirabest,J114810.6+215312,177.04437,21.88669,0.1743,15.6,
88,2,3345,Lao,J114948.3+435417,177.45045,43.90348,0.07091,65.89,2MASS J11494810+4354125
88,2,430,Mirabest,J114948.1+435413,177.450465,43.9035,0.0709,2.2,
89,2,3354,Lao,J115125.7+545008,177.85699,54.8353,0.1433,62.49,WISEA J115125.67+545007.0
89,2,435,Mirabest,J115125.7+545007,177.856965,54.83526,0.1433,6.7,
90,2,3469,Lao,J120312.4+145157,180.80076,14.86487,0.20056,79.08,WISEA J120312.18+145153.5
90,2,447,Mirabest,J120312.2+145153,180.800715,14.86486,0.2006,19.1,
91,2,3509,Lao,J120813.1+440345,182.05731,44.06192,0.34048,83.97,WISEA J120813.75+440342.9
91,2,454,Mirabest,J120813.7+440343,182.057265,44.06194,0.3405,1.4,
92,2,3537,Lao,J121104.5+154653,182.76711,15.78203,0.26829,41.54,WISEA J121104.10+154655.2
92,2,459,Mirabest,J121104.1+154655,182.76711,15.78204,0.2683,3.6,
93,2,3565,Lao,J121440.0+052755,183.66475,5.46775,0.0778,65.13,WISEA J121439.54+052803.9
93,2,462,Mirabest,J121439.5+052804,183.66474,5.46776,0.0778,20.7,
94,2,3571,Lao,J121544.1+170921,183.93261,17.15481,0.09517,487.82,WISEA J121543.82+170917.3
94,2,463,Mirabest,J121543.8+170918,183.93261,17.15491,0.09517,117.2,
95,2,3579,Lao,J121620.1+155417,184.08318,15.90493,0.09303,80.98,WISEA J121619.96+155417.7
95,2,464,Mirabest,J121620.0+155418,184.083165,15.90493,0.09303,68.0,
96,2,3654,Lao,J122413.4+160601,186.05582,16.10025,0.23369,98.15,WISEA J122413.39+160600.8
96,2,475,Mirabest,J122413.4+160601,186.0558,16.1002,0.2338,4.2,
97,2,3688,Lao,J122822.1+264347,187.0927,26.72894,0.19567,41.5,WISEA J122822.24+264344.1
97,2,483,Mirabest,J122822.3+264344,187.0929,26.72893,0.1957,4.5,
98,2,3689,Lao,J122849.6+215648,187.2068,21.94671,0.20021,84.59,DESI J122849.63+215648.2
98,2,485,Mirabest,J122849.6+215648,187.20684,21.9467,0.1804,7.2,
99,2,3724,Lao,J123423.2+575321,188.60148,57.89086,0.15291,79.37,WISEA J123424.35+575327.0
99,2,488,Mirabest,J123424.4+575327,188.601495,57.89088,0.1529,3.4,
100,2,3759,Lao,J123821.9+582203,189.59149,58.36772,0.24232,131.87,DESI J123821.96+582203.8
100,2,491,Mirabest,J123821.9+582204,189.59145,58.36771,0.2361,4.3,
101,2,3768,Lao,J123922.2+171156,189.84107,17.19933,0.07023,121.46,WISEA J123921.85+171157.5
101,2,494,Mirabest,J123921.9+171157,189.841065,17.1993,0.0702,31.9,
102,2,3777,Lao,J124037.7+265450,190.15656,26.91503,0.26922,45.85,SDSS J124037.57+265454.1
102,2,496,Mirabest,J124037.6+265454,190.15656,26.91503,0.2692,5.2,
103,2,3791,Lao,J124209.9+502157,190.53084,50.36295,0.14789,107.61,WISEA J124207.40+502146.6
103,2,499,Mirabest,J124207.4+502147,190.53078,50.36295,0.1479,36.0,
104,2,3792,Lao,J124212.2+092928,190.55244,9.49077,0.08233,109.21,WISEA J124212.58+092926.7
104,2,501,Mirabest,J124212.6+092927,190.55244,9.49077,0.08233,18.7,
105,2,3816,Lao,J124542.3+332427,191.42484,33.40793,0.13136,291.38,DESI J124541.96+332428.5
105,2,507,Mirabest,J124542.0+332429,191.42484,33.40794,0.1323,6.8,
106,3,3848,Lao,J124917.7+500503,192.32778,50.08049,0.24928,219.97,WISEA J124918.66+500449.7
106,3,509,Mirabest,J124918.7+500449,192.32787,50.08041,0.2493,22.4,
106,3,3849,Sasmal,J124918.6+500449,192.327875,50.08041667,0.25,220.0,
107,2,3909,Lao,J125623.0+012522,194.0921,1.42641,0.33445,165.87,WISEA J125622.10+012535.0
107,2,515,Mirabest,J125622.1+012535,194.09211,1.42643,0.3345,4.2,
108,2,3959,Lao,J130405.1+205246,196.01847,20.8766,0.27952,52.64,WISEA J130404.43+205235.7
108,2,523,Mirabest,J130404.4+205236,196.01847,20.87658,0.2795,3.7,
109,2,3964,Lao,J130422.5+201551,196.0928,20.26568,0.19207,65.74,WISEA J130422.27+201556.4
109,2,524,Mirabest,J130422.3+201556,196.09284,20.26566,0.1921,12.6,
110,2,3976,Lao,J130619.8+111345,196.5802,11.22772,0.08571,433.02,WISEA J130619.25+111339.8
110,2,525,Mirabest,J130619.2+111340,196.58019,11.22771,0.0857,117.9,
111,2,4000,Lao,J130906.0+363651,197.27037,36.61588,0.35697,141.54,SDSS J130904.88+363657.1
111,2,530,Mirabest,J130904.9+363657,197.27037,36.61588,0.357,7.8,
112,2,4009,Lao,J131036.9+241840,197.65294,24.31251,0.28189,69.57,WISEA J131036.70+241845.0
112,2,533,Mirabest,J131036.7+241845,197.652945,24.31251,0.2819,8.7,
113,2,4041,Lao,J131459.3+061622,198.74762,6.27201,0.26209,61.16,WISEA J131459.42+061619.2
113,2,540,Mirabest,J131459.4+061619,198.74766,6.27201,0.2621,13.0,
114,2,4072,Lao,J131858.9+161906,199.74405,16.31617,0.08507,176.11,WISEA J131858.55+161859.2
114,2,545,Mirabest,J131858.6+161858,199.744005,16.31616,0.0851,22.0,
115,2,4073,Lao,J131903.9+293841,199.76732,29.643,0.082,1374.48,DESI J131904.16+293834.8
115,2,546,Mirabest,J131904.2+293835,199.76733,29.64301,0.0728,34.7,
116,2,4080,Lao,J131950.5+253148,199.95902,25.53025,0.13562,64.96,WISEA J131950.16+253148.8
116,2,548,Mirabest,J131950.2+253149,199.959075,25.53025,0.1356,8.6,
117,2,4147,Lao,J132644.3+031201,201.68598,3.19866,0.17615,160.93,WISEA J132644.63+031155.1
117,2,554,Mirabest,J132644.6+031155,201.68598,3.19863,0.1761,27.7,
118,2,4180,Lao,J133038.7+381609,202.65998,38.26935,0.10978,168.12,DESI J133038.39+381609.6
118,2,559,Mirabest,J133038.4+381610,202.65996,38.26938,0.1098,12.6,
119,3,4238,Lao,J133605.5+004721,204.02279,0.79074,0.26953,63.17,WISEA J133605.46+004726.6
119,3,562,Mirabest,J133605.5+004727,204.022905,0.79072,0.2695,31.2,
119,3,4237,Sasmal,J133605.4+004726,204.022875,0.7907222222,0.27,59.0,
120,2,4272,Lao,J133903.8+162043,204.7673,16.34778,0.22765,61.41,WISEA J133904.15+162052.0
120,2,568,Mirabest,J133904.1+162052,204.76728,16.3478,0.2277,4.0,
121,2,571,Lao,J005443.5+030211,13.68266,3.03626,0.41337,50.81,WISEA J005443.83+030210.5
121,2,572,Sasmal,J005443.8+030210,13.682625,3.03625,0.41,18.0,
122,2,4294,Lao,J134133.5+534443,205.3952,53.74551,0.14094,1260.91,WISEA J134134.84+534443.8
122,2,573,Mirabest,J134134.9+534444,205.39521,53.74548,0.1409,455.2,
123,3,4369,Lao,J135301.0+330529,208.25857,33.09128,0.06098,123.63,WISEA J135302.05+330528.6
123,3,595,Mirabest,J135302.0+330529,208.25853,33.09126,0.061,31.1,
123,3,4370,Sasmal,J135302.0+330528,208.2585417,33.09125,0.06,48.0,
124,2,4390,Lao,J135450.4+332438,208.70849,33.40979,0.15279,66.05,DESI J135450.04+332435.2
124,2,598,Mirabest,J135450.0+332435,208.708455,33.40975,0.1703,3.5,
125,2,4403,Lao,J135620.5+312622,209.08656,31.44092,0.14984,110.45,DESI J135620.77+312627.3
125,2,601,Mirabest,J135620.8+312627,209.08656,31.44092,0.1505,18.6,
126,2,4422,Lao,J135822.7+181800,209.5926,18.30005,0.16163,45.49,WISEA J135822.22+181800.1
126,2,605,Mirabest,J135822.2+181800,209.592705,18.3,0.1616,6.5,
127,2,4430,Lao,J135855.4+145843,209.73039,14.97751,0.36596,104.04,WISEA J135855.29+145839.0
127,2,606,Mirabest,J135855.3+145839,209.730375,14.97748,0.366,2.2,
128,2,609,Lao,J005601.1-012044,14.01125,-1.33442,0.04299,924.69,CGCG 384-032
128,2,611,Sasmal,J005602.7-012003,14.01125,-1.334305556,0.04,370.0,
129,3,4473,Lao,J140313.9+061024,210.80539,6.16899,0.08284,329.16,2MASX J14031331+0610081
129,3,614,Mirabest,J140313.3+061008,210.80538,6.16896,0.08283,125.0,
129,3,4472,Sasmal,J140313.2+061008,210.805375,6.168972222,0.08,355.0,
130,2,4498,Lao,J140617.8+275614,211.5746,27.93697,0.38584,92.42,WISEA J140617.90+275613.0
130,2,616,Mirabest,J140617.9+275613,211.574595,27.93695,0.3858,6.8,
131,2,621,Lao,J005630.7-011919,14.12829,-1.32215,,14.24,
131,2,620,Sasmal,J005630.5-011919,14.12729167,-1.322194444,,162.0,
132,2,4553,Lao,J141251.7+283125,213.21384,28.52347,0.26177,51.52,SDSS J141251.32+283124.4
132,2,628,Mirabest,J141251.3+283124,213.21384,28.52347,0.2618,8.8,
133,2,4572,Lao,J141457.4+001218,213.73577,0.20637,0.12709,111.56,WISEA J141456.58+001222.9
133,2,633,Mirabest,J141456.6+001223,213.735795,0.20639,0.127,10.9,
134,2,4626,Lao,J142041.2+065055,215.17019,6.84995,0.23754,538.38,WISEA J142040.84+065059.8
134,2,641,Mirabest,J142040.9+065100,215.170275,6.84987,0.2375,31.0,
135,2,4635,Lao,J142118.2+431109,215.32653,43.18622,0.17909,168.67,WISEA J142118.36+431110.3
135,2,642,Mirabest,J142118.3+431110,215.326245,43.18621,0.1791,42.6,
136,2,648,Lao,J005733.9-033604,14.39045,-3.60265,0.16487,85.54,WISEA J005733.70-033609.5
136,2,647,Sasmal,J005733.7-033609,14.39045833,-3.602666667,0.16,86.0,
137,2,4722,Lao,J143136.4+522724,217.90412,52.45693,0.29217,86.02,WISEA J143136.98+522724.9
137,2,658,Mirabest,J143137.0+522725,217.90416,52.45693,0.292,42.3,
138,2,4724,Lao,J143149.5+605056,217.94811,60.85262,0.11657,175.59,DESI J143147.55+605109.4
138,2,659,Mirabest,J143147.6+605109,217.94814,60.85263,0.113,8.8,
139,2,4742,Lao,J143352.4+184521,218.47288,18.75594,0.07586,71.44,WISEA J143353.49+184521.3
139,2,662,Mirabest,J143353.5+184521,218.472945,18.75582,0.0759,14.9,
140,2,4754,Lao,J143449.0-021509,218.70433,-2.24987,0.29061,112.48,WISEA J143449.03-021459.5
140,2,664,Mirabest,J143449.0-021459,218.704335,-2.24986,0.2906,4.1,
141,2,4759,Lao,J143525.8+275337,218.85931,27.89321,0.17598,124.03,SDSS J143526.23+275335.5
141,2,666,Mirabest,J143526.2+275336,218.859315,27.89322,0.176,3.3,
142,2,4772,Lao,J143716.5+245201,219.3201,24.86923,0.08959,214.53,WISEA J143716.82+245209.2
142,2,669,Mirabest,J143716.8+245209,219.320085,24.86923,0.0896,25.8,
143,2,4790,Lao,J143848.7+004106,219.70163,0.68241,0.15028,168.74,WISEA J143848.39+004056.6
143,2,670,Mirabest,J143848.4+004057,219.701625,0.6824,0.1503,20.0,
144,2,4809,Lao,J144018.1+055630,220.07494,5.9428,0.06111,204.24,2MASX J14401795+0556341
144,2,673,Mirabest,J144018.0+055634,220.07493,5.94279,0.06111,134.0,
145,2,4810,Lao,J144019.7+112452,220.08656,11.41864,0.31093,149.57,WISEA J144020.77+112507.1
