widx,Catalog,FIRST_ID,RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,L_1.4GHz_log,M_{BH},alpha,NVSS_ID,Plate,Julian,Fibre,Host_name,f_name,f_Seq,Other,PosRef,Offset,f_z,Flux_FIRST_1400MHz,Flux_NVSS_1400MHz,Flux_3000MHz,Flux_150MHz,RCl,Size_rad,LAS,OA,Rc,g-r,Mr,Mstar,R_50,D_4000,C,mu_50,eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
473,Mirabest,J004928.5+341057,12.368912,34.18253,0.2389,False,True,False,False,False,False,True,False,False,24.83,,,J004928+341057,2015,53819,357,,,,,,0.59,s,15.4,42.2,,,2,16.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Mirabest,J004928.6+581421,12.369247,58.23932,0.09995,True,False,False,False,False,False,False,False,False,,8.54,,J004928+581421,1316,52790,333,,,,,,0.37,s,47.5,51.9,,,1,,,,,1.01,,10.96,4.29531153944779,1.68,3.41,8.89583,-0.444,-0.712,-99,0.84,0.716,7.04,0,,,,,,,,,,
475,Mirabest,J004934.5+164438,12.394092,16.744,0.1151,False,True,False,False,False,False,True,False,False,24.16,,,J004934+164438,2597,54231,57,,,,,,0.59,s,9.1,43.2,,,4,183.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Mirabest,J004936.8+160600,12.40372,16.1002,0.2338,False,True,False,False,False,False,True,False,False,25.13,,,J004936+160600,1767,53436,454,,,,,,0.56,s,4.2,87,,,4,71.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Mirabest,J004938.5+562340,12.410522,56.39445,0.2047,False,True,False,False,False,False,False,False,False,25.02,,,J004938+562340,1315,52791,1,,,,,,1.42,s,15.4,91,,,2,52.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mirabest,J004942.6+490437,12.427837,49.07704,0.2619,False,True,False,False,False,False,True,False,False,24.9,,,J004942+490437,971,52644,205,,,,,,0.34,s,2.2,40.2,,,2,61.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Mirabest,J004942.9+594130,12.429055,59.69191,0.2183,False,False,True,False,False,False,False,False,False,24.82,,,J004942+594130,956,52401,317,,,,,,0.38,s,2.6,49.7,,,2,52.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mirabest,J004945.4+640622,12.439577,64.10612,0.1102,False,True,False,False,False,False,False,False,False,24.39,,,J004945+640622,600,52317,258,,,,,,1.74,s,49.5,81,,,4,47.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Mirabest,J004949.1+023605,12.454907,2.60166,0.2187,False,True,False,False,False,True,False,False,False,25.22,,,J004949+023605,520,52288,351,,,,,,0.56,s,10.2,126,,,2,15.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Mirabest,J004951.5+494035,12.464676,49.67656,0.2649,False,False,True,False,False,False,True,False,False,24.93,,,J004951+494035,971,52644,150,,,,,,0.48,s,3.6,42,,,4,68.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Lao,J004951.7+031502,12.46492,3.24844,0.46697,False,False,False,True,False,False,False,False,False,25.51,8.2,0.71,,,,,DESI J004951.58+031454.4,,,,,,p,41.64,,24.25,,,176,29,112.3,31.5,1.83,-23.02,,,,,,,,,,,,,WHL J004951.6+031454,0.4441,s,1760,0,0,0.97,67.6,4.04,37
484,Mirabest,J004953.4+264344,12.47286,26.72893,0.1957,False,True,False,False,False,False,False,False,False,24.62,,,J004953+264344,2235,53847,296,,,,,,1.24,s,4.5,40.4,,,2,33.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Mirabest,J004955.1+511554,12.479822,51.26526,0.0865,True,False,False,False,False,False,False,False,False,,8.37,,J004955+511554,884,52374,82,,,,,,1.37,s,42.9,46.1,,,1,,,,,1.05,,11.37,9.05546386130999,2.01,3.36,8.658,1.693,-0.139,1,3.263,-1.029,6.21,0,,,,,,,,,,
486,Mirabest,J004955.3+215648,12.480456,21.9467,0.1804,False,False,True,False,False,False,True,False,False,24.78,,,J004955+215648,2647,54495,311,,,,,,0.47,s,7.2,69.1,,,2,26.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Lao,J005003.6-011018,12.51525,-1.17183,,False,False,False,True,False,False,False,False,False,,,0.38,,,,,,,,,,,,10.38,,7.75,,,,26,143.9,30,,,,,,,,,,,,,,,,,,,,,,,,
488,Mirabest,J005011.0-005524,12.546113,-0.92355,0.205,False,False,True,False,False,False,False,False,False,24.87,,,J005011-005524,290,51941,291,,,,,,0.57,s,4.2,64,,,4,133.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Mirabest,J005017.6+575327,12.573433,57.89088,0.1529,False,True,False,False,False,False,False,False,False,24.62,,,J005017+575327,1316,52790,551,,,,,,0.27,s,3.4,69,,,2,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Mirabest,J005021.6+063727,12.590159,6.6244,0.08289,True,False,False,False,False,False,False,False,False,,8.63,,J005021+063727,1627,53473,3,,,,,,0.2,s,153.8,163.2,,,1,,,,,0.98,,11.4,7.43640991937862,1.99,3.32,8.85909,0.609,-0.919,0.699,1.744,-0.433,6.31,0,,,,,,,,,,
491,Mirabest,J005029.1+054159,12.621616,5.6998,0.48,False,False,True,False,False,False,False,False,False,26.07,,,J005029+054159,845,52381,622,,,,,,0.23,s,6.2,152,,,4,68.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Mirabest,J005033.4+582203,12.63943,58.36771,0.2361,False,True,False,False,False,False,False,False,False,25.32,,,J005033+582203,1316,52790,601,,,,,,0.82,s,4.3,132.7,,,4,101.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Mirabest,J005035.1+520302,12.646519,52.05059,0.2208,False,False,True,False,False,False,False,False,False,24.88,,,J005035+520302,885,52379,168,,,,,,1.11,s,38.8,56,,,2,22.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Mirabest,J005036.3+174457,12.651426,17.74933,0.06543,True,False,False,False,False,False,False,False,False,,8.39,,J005036+174457,2599,54234,551,,,,,,1.25,s,70.9,87.4,,,1,,,,,0.98,,11.36,6.51730792650896,1.9,3.24,8.93368,1.123,0.076,0.602,2.834,-0.345,5.93,0,,,,,,,,,,
495,Mirabest,J005037.4+171157,12.656071,17.1993,0.0702,False,True,False,False,False,False,False,False,False,24.12,8.6,,J005037+171157,2600,54243,196,,,,,,0.9,s,31.9,113,,,2,63.35,,,,1.04,,11.42,8.28269852927537,2,3.19,8.78548,0.952,-0.502,0.845,2.325,-0.521,5.95,0,,,,,,,,,,
496,Mirabest,J005041.4+465636,12.672776,46.94344,0.1415,False,False,True,False,False,False,False,False,False,24.84,,,J005041+465636,1455,53089,236,,,,,,2.4,s,157.9,135.5,,,2,43.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Mirabest,J005042.5+265454,12.677104,26.91503,0.2692,False,False,False,False,False,False,False,False,False,24.93,,,J005042+265454,2236,53729,147,,,,,,1.69,s,5.2,41,,,2,41.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Mirabest,J005044.9+272034,12.687384,27.34302,0.46,False,False,False,False,False,False,True,False,False,26.12,,,J005044+272034,2238,54205,357,,,,,,2.71,s,89.4,187.5,,,2,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Mirabest,J005046.3+162033,12.693318,16.3427,0.0702,False,True,False,False,False,False,False,False,False,24.29,8.87,,J005046+162033,2600,54243,121,,,,,,0.42,s,46.8,165,,,4,110.34,,,,1.04,,11.32,3.95268145748409,1.95,3.31,9.32804,0.189,0.415,0.301,2.124,0.765,6.38,0,,,,,,,,,,
500,Mirabest,J005048.4+502146,12.702052,50.36295,0.1479,False,True,False,True,False,False,False,False,False,24.76,,,J005048+502146,1278,52735,558,,,,,,1.09,s,36,102,,,4,94.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Mirabest,J005048.6+092845,12.702575,9.47939,0.08328,True,False,False,False,False,False,False,False,False,,8.36,,J005048+092845,1789,54259,279,,,,,,0.36,s,101.1,102.3,,,1,,,,,1.03,,11.29,4.27408624700645,1.98,2.98,9.23013,-0.282,-0.547,0.778,1.096,0.655,6.38,0,,,,,,,,,,
502,Mirabest,J005048.8+092926,12.703496,9.49077,0.08233,True,False,False,False,False,False,False,False,False,,8.31,,J005048+092926,1789,54259,269,,,,,,0.57,s,18.7,44.4,,,1,,,,,0.98,,11.15,8.35183493837693,1.97,3.23,8.50826,-0.225,-0.637,0.778,1.099,0.547,5.83,0,,,,,,,,,,
503,Mirabest,J005049.5+365002,12.706653,36.83409,0.3886,False,False,True,False,False,False,False,False,False,25.44,,,J005049+365002,2022,53827,375,,,,,,1.41,s,10.1,57.6,,,2,22.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Lao,J005052.1-025351,12.71667,-2.89824,0.16292,False,True,False,True,False,False,False,False,False,24.16,8.28,0.72,,,,,WISEA J005052.00-025353.6,,,,,,s,19.17,,11.06,,,60,21,131.3,16,1.18,-22.67,,,,,,,,,,,,,WH J005052.0-025354,0.1629,s,696,0,0,0.585,12.98,0.6,7
505,Mirabest,J005057.9+331546,12.741264,33.26284,0.0843,True,False,False,False,False,False,False,False,False,,7.79,,J005057+331546,1975,53734,405,,,,,,1.03,s,81.5,97.3,,,1,,,,,0.96,,10.8,3.38729414154371,1.77,3.22,8.94211,-1.353,-2.743,0,-1.247,0.4,5.96,0,,,,,,,,,,
506,Mirabest,J005058.3+193900,12.743248,19.65002,0.2221,False,False,True,False,False,False,True,False,False,24.81,,,J005058+193900,2614,54481,189,,,,,,0.32,s,7.2,47,,,2,43.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Mirabest,J005058.6+375908,12.744382,37.98573,0.1676,False,True,False,False,False,False,True,False,False,24.51,,,J005058+375908,1989,53772,302,,,,,,0.64,s,5.8,44.1,,,4,128.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Mirabest,J005102.7+332428,12.761656,33.40794,0.1323,False,True,False,False,False,False,False,False,False,25.07,,,J005102+332428,1987,53765,264,,,,,,1.34,s,6.8,263,,,4,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Mirabest,J005106.2+000743,12.776247,0.12886,0.072,False,True,False,False,False,False,True,False,False,23.96,,,J005106+000743,291,51660,594,,,,,,0.85,s,3.2,73.5,,,4,170.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Mirabest,J005117.2+500449,12.821858,50.08041,0.2493,False,True,False,True,False,False,False,False,False,25.56,,,J005117+500449,1279,52736,479,,,,,,2.51,s,22.4,207.9,,,4,84.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Mirabest,J005121.8+001345,12.840952,0.22934,0.04677,True,False,False,False,False,False,False,False,False,,8.09,,J005121+001345,292,51609,519,,,,,,0.19,s,61.9,54.5,,,1,,,,,1,,10.76,2.96336333311492,1.73,3.35,9.01825,-1.345,0.415,0,0.629,2.261,6.62,0,,,,,,,,,,
512,Mirabest,J005132.2+450044,12.884216,45.01246,0.0777,False,True,False,False,False,False,False,False,False,24.84,8.54,,J005132+450044,1373,53063,554,,,,,,0.1,s,10.1,472,,,4,391.87,,,,1.03,,11.53,9.11767520281438,1.97,2.9,8.81205,0.96,0.642,0.954,3.01,0.148,6.13,0,,,,,,,,,,
513,Mirabest,J005135.1+032630,12.896392,3.44177,0.06565,True,False,False,False,False,False,False,False,False,,8.35,,J005135+032630,523,52026,371,,,,,,0.29,s,78.5,106.7,,,1,,,,,0.82,,11.2,3.6277426786511,1.41,3.64,9.28255,-0.592,-1.592,0,0.176,0.339,6.29,0,,,,,,,,,,
514,Lao,J005136.3+121256,12.90131,12.21737,1.72667,False,False,True,True,False,False,False,False,False,27.72,,0.95,,,,,WISEA J005136.31+121302.5,,,,,,s,261.12,,126.57,,,295,34,100.4,12.9,0.31,,,,,,,,,,,,,,,,,,,,,,,
515,Mirabest,J005138.5+530523,12.910491,53.08999,0.0538,False,True,False,False,False,False,False,False,False,24.3,,,J005138+530523,886,52381,523,,,,,,2.08,s,10.1,295,,,4,97.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Mirabest,J005145.4+012535,12.939474,1.42643,0.3345,False,True,False,False,False,False,False,False,False,25.66,,,J005145+012535,523,52026,124,,,,,,0.95,s,4.2,134,,,2,170.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Mirabest,J005149.4+122820,12.956078,12.47239,0.2076,False,False,True,False,False,False,False,False,False,25.76,,,J005149+122820,1695,53473,492,,,,,,2.91,s,55.6,482,,,4,63.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Mirabest,J005154.5-013429,12.977295,-1.57486,0.08616,True,False,False,False,False,False,False,False,False,,8.32,,J005154-013429,338,51694,529,,,,,,2.34,s,35,46.5,,,1,,,,,1.02,,11.39,5.98874605848086,1.87,3.12,9.03715,1.136,-0.462,0.477,2.529,-0.677,6.04,0,,,,,,,,,,
519,Mirabest,J005200.4+195752,13.001942,19.96468,0.08528,True,False,False,False,False,False,False,False,False,,8.48,,J005200+195752,2615,54483,628,,,,,,1.48,s,77.6,77.8,,,1,,,,,1,,11.4,7.85300118784307,2.01,3.04,8.81175,0.205,-0.747,0.602,1.453,0.062,5.89,0,,,,,,,,,,
520,Mirabest,J005207.5+254414,13.03146,25.73747,0.3104,False,False,True,False,False,False,False,False,False,25.34,,,J005207+254414,2662,54505,410,,,,,,0.45,s,8.4,76.8,,,2,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Mirabest,J005208.2-005012,13.034331,-0.83675,0.08485,True,False,False,False,False,False,False,False,False,,8.47,,J005208-005012,293,51994,13,,,,,,2.69,s,9,73.7,,,1,,,,,1.06,,11.54,8.11988798729427,2.1,3.27,8.92272,0.236,0.053,0.699,1.956,0.506,6.19,0,,,,,,,,,,
522,Mirabest,J005210.0+053941,13.04177,5.66144,0.1311,False,False,True,False,False,False,False,False,False,24.71,,,J005210+053941,849,52439,505,,,,,,1.8,s,16.7,117.4,,,2,19.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Lao,J005211.7-031110,13.04916,-3.18741,0.34752,False,False,True,True,False,False,False,False,False,24.72,8.79,0.64,,,,,WISEA J005211.79-031114.6,,,,,,s,13.57,,8.33,,,127,25,129.7,25.1,1.81,-23.16,,,,,,,,,,,,,WHL J005211.8-031115,0.3475,s,1414,0,0,0.829,51.56,2.3,18
524,Mirabest,J005216.2+205235,13.067898,20.87658,0.2795,False,False,True,False,False,False,True,False,False,25.02,,,J005216+205235,2650,54505,243,,,,,,1.1,s,3.7,46,,,4,79.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Mirabest,J005217.4+201556,13.072856,20.26566,0.1921,False,True,False,False,False,False,False,False,False,24.78,,,J005217+201556,2617,54502,345,,,,,,0.34,s,12.6,60,,,2,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Mirabest,J005225.2+111339,13.105346,11.22771,0.0857,False,True,False,False,False,False,False,False,False,24.76,8.64,,J005225+111339,1696,53116,88,,,,,,0.37,s,117.9,321,,,2,39.54,,,,0.95,,11.49,8.54731265252623,1.72,3.04,8.82816,-0.181,-1.076,0.477,0.882,0.245,6.32,0,,,,,,,,,,
527,Mirabest,J005227.0+463330,13.112693,46.55854,0.2184,False,False,True,False,False,False,False,False,False,25.38,,,J005227+463330,1459,53117,173,,,,,,2.1,s,87,184,,,2,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Mirabest,J005230.7+061242,13.127929,6.21172,0.1391,False,False,True,False,False,False,False,False,False,24.42,,,J005230+061242,1795,54507,254,,,,,,1.12,s,8.5,52.4,,,2,20.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Mirabest,J005233.4+233115,13.139465,23.52111,0.1358,False,True,False,False,False,False,False,False,False,24.44,,,J005233+233115,2663,54234,290,,,,,,1.06,s,21.3,58,,,2,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Lao,J005234.5+114434,13.14498,11.74466,1.49263,False,False,False,True,False,False,False,False,False,26.01,,0.7,,,,,DESI J005234.80+114440.8,,,,,,p,9.06,,5.3,,,217,25,165.1,23.8,0.48,,,,,,,,,,,,,,,,,,,,,,,
531,Mirabest,J005236.3+363657,13.151358,36.61588,0.357,False,True,False,False,False,False,True,False,False,25.7,,,J005236+363657,2016,53799,563,,,,,,1.82,s,7.8,127,,,2,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Lao,J005238.4+013727,13.1589,1.62218,0.30266,False,False,True,True,False,False,False,False,False,24.92,8.63,0.4,,,,,WISEA J005238.13+013719.8,,,,,,s,30.84,,22.81,,,296,64,140.7,112.1,1.61,-23.16,,,,,,,,,,,,,WHL J005238.1+013720,0.3026,s,1246,0,0,0.718,33.58,1.51,20
533,Mirabest,J005239.3+193848,13.163762,19.64671,0.144,False,True,False,False,False,False,True,False,False,24.83,,,J005239+193848,2617,54502,518,,,,,,0.84,s,5.9,126.4,,,4,127.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Mirabest,J005242.4+241845,13.176863,24.31251,0.2819,False,True,False,False,False,False,False,False,False,25.18,,,J005242+241845,2663,54234,221,,,,,,1.26,s,8.7,65,,,2,36.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Mirabest,J005244.1+445956,13.183937,44.99904,0.2325,False,True,False,False,False,False,False,False,False,24.93,,,J005244+445956,1375,53084,418,,,,,,0.37,s,5,56.5,,,2,84.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Mirabest,J005245.8+220324,13.191224,22.05675,0.1698,False,False,False,False,False,False,True,False,False,24.67,,,J005245+220324,2651,54507,392,,,,,,1.05,s,7.9,61,,,4,79.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Mirabest,J005245.9+484445,13.191469,48.74604,0.2403,False,False,False,False,False,False,True,False,False,25,,,J005245+484445,1281,52753,169,,,,,,0.23,s,4.9,61.3,,,4,71.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Mirabest,J005250.0+211543,13.20871,21.26207,0.1709,False,False,True,False,False,False,True,False,False,25.58,,,J005250+211543,2651,54507,247,,,,,,0.12,s,12.2,495,,,4,134.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Mirabest,J005257.6+621945,13.240188,62.32938,0.1308,False,True,False,True,False,False,False,False,False,25.25,,,J005257+621945,783,52325,591,,,,,,0.38,s,64.5,405,,,4,113.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Mirabest,J005258.2-014339,13.242905,-1.72762,0.2197,False,False,True,False,False,False,False,False,False,25.15,,,J005258-014339,340,51691,516,,,,,,0.53,s,9.5,104.5,,,2,50.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Mirabest,J005259.9+061619,13.249844,6.27201,0.2621,False,False,True,False,False,False,False,False,False,25,,,J005259+061619,1797,54507,241,,,,,,0.91,s,13,50.6,,,2,31.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Mirabest,J005301.3+053008,13.25556,5.50239,0.1743,False,True,False,False,False,False,True,False,False,24.74,,,J005301+053008,851,52376,337,,,,,,0.8,s,3.2,68,,,4,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Mirabest,J005304.9+093236,13.270431,9.54353,0.0937,False,True,False,False,False,False,False,False,False,23.96,8.8,,J005304+093236,1796,53884,37,,,,,,0.25,s,15.8,42,,,2,81.02,,,,1,,11.36,6.24704158844904,1.95,3.43,8.97047,0.541,-0.389,0,1.992,-0.053,6.21,0,,,,,,,,,,
544,Lao,J005309.6-020408,13.29095,-2.06905,0.18651,False,True,False,True,False,False,False,False,False,24.42,8.54,1.69,,,,,WISEA J005309.82-020408.5,,,,,,s,21.97,,6.08,,,61,19,145,9.9,1.23,-22.71,,,,,,,,,,,,,WH J005309.8-020409,0.1865,s,792,0,0,0.539,11.92,0.55,7
545,Mirabest,J005310.6+411545,13.294222,41.26267,0.06611,True,False,False,False,False,False,False,False,False,,8.51,,J005310+411545,1460,53138,42,,,,,,0.38,s,248.9,266.2,,,1,,,,,1.23,,11.55,5.50207972697728,2.03,3.03,9.27077,-0.384,-1.235,0.699,0.59,0.348,6.19,0,,,,,,,,,,
546,Mirabest,J005315.9+161858,13.316267,16.31616,0.0851,False,True,False,False,False,False,False,False,False,24.46,8.55,,J005315+161858,2604,54484,13,,,,,,0.52,s,22,165,,,2,60.62,,,,1.02,,11.33,5.6652573157004,2.02,3.34,9.02538,0.102,0.118,0.477,1.864,0.675,5.9,0,,,,,,,,,,
547,Mirabest,J005316.2+293834,13.317822,29.64301,0.0728,False,True,False,False,False,False,True,False,False,25.27,8.15,,J005316+293834,2002,53471,462,,,,,,0.59,s,34.7,1467,,,4,126.72,,,,0.99,,11.2,7.77977651290833,1.87,3.17,8.61989,-0.788,-1.866,0.301,-0.177,0.368,6.14,0,,,,,,,,,,
548,Mirabest,J005317.1-005501,13.321274,-0.91701,0.0819,False,True,False,True,False,False,False,False,False,24.87,,,J005317-005501,296,51665,208,,,,,,1.53,s,13.6,463,,,4,163.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Mirabest,J005319.3+253148,13.330605,25.53025,0.1356,False,True,False,False,False,False,True,False,False,24.29,,,J005319+253148,2664,54524,324,,,,,,0.34,s,8.6,41.2,,,2,33.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Mirabest,J005324.2+583256,13.350839,58.54889,0.0528,False,True,False,False,False,False,True,False,False,23.68,,,J005324+583256,959,52411,269,,,,,,0.76,s,5.4,74,,,4,74.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Mirabest,J005332.4+590348,13.385415,59.06361,0.1523,False,True,False,False,False,False,True,False,False,24.57,,,J005332+590348,959,52411,393,,,,,,2.84,s,14.4,61.4,,,2,38.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Mirabest,J005333.7+082443,13.390554,8.412,0.2335,False,True,False,False,False,False,True,False,False,25.29,,,J005333+082443,1799,53556,365,,,,,,1.31,s,35.9,126.9,,,2,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Mirabest,J005340.8+395553,13.420382,39.93147,0.07555,True,False,False,False,False,False,False,False,False,,8.38,,J005340+395553,1977,53475,570,,,,,,0.41,s,56.3,57.7,,,1,,,,,1.07,,11.39,7.00744077409745,1.94,3.28,8.9007,0.183,-0.863,0,1.363,0.015,6.6,0,,,,,,,,,,
554,Mirabest,J005345.6+074627,13.440215,7.77428,0.2289,False,True,False,False,False,False,True,False,False,25.18,,,J005345+074627,1799,53556,541,,,,,,0.52,s,18,103.6,,,4,90.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Mirabest,J005346.9+031155,13.445732,3.19863,0.1761,False,True,False,False,False,False,False,False,False,25.07,,,J005346+031155,527,52342,378,,,,,,2.4,s,27.7,142,,,2,30.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Mirabest,J005350.9+523722,13.462323,52.62281,0.3319,False,True,False,False,False,False,True,False,False,25.33,,,J005350+523722,1041,52724,87,,,,,,1.34,s,15.6,64.4,,,2,30.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Mirabest,J005354.4+632917,13.477007,63.48817,0.219,False,False,True,False,False,False,False,False,False,25.26,,,J005354+632917,603,52056,152,,,,,,2.71,s,3,138,,,4,105.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Mirabest,J005354.9+184049,13.478769,18.68034,0.1783,False,False,True,False,False,False,True,False,False,24.7,,,J005354+184049,2641,54230,313,,,,,,0.69,s,8.6,58.9,,,2,32.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Mirabest,J005355.2+275227,13.480127,27.8744,0.0911,False,False,True,False,False,False,False,True,False,24.62,7.91,,J005355+275227,1978,53473,203,,,,,,0.56,s,3.1,207,,,4,130.56,,,,0.88,,10.76,3.44629090603429,1.42,3.37,8.88712,-0.85,-2.987,0,-0.9,-0.235,7.7,1,,,,,,,,,,
560,Mirabest,J005402.5+381609,13.510664,38.26938,0.1098,False,True,False,False,False,False,False,False,False,24.67,,,J005402+381609,2005,53472,293,,,,,,2.49,s,12.6,157,,,4,97.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Mirabest,J005417.6+381759,13.573676,38.29985,0.0625,False,False,True,False,False,False,True,False,False,24.28,7.45,,J005417+381759,2005,53472,215,,,,,,2.12,s,116.4,207,,,4,42.6,,,,0.98,,10.68,2.99743306951126,1.92,3.14,8.92832,0.389,-1.267,0.699,1.325,-0.425,6.45,1,,,,,,,,,,
562,Mirabest,J005421.5+175013,13.589834,17.83714,0.205,False,False,True,False,False,False,False,False,False,25.22,,,J005421+175013,2641,54230,50,,,,,,1.23,s,2.5,146,,,4,65.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Mirabest,J005424.3+004726,13.601527,0.79072,0.2695,False,True,False,True,False,False,False,False,False,25.09,,,J005424+004726,298,51955,579,,,,,,1.44,s,31.2,59,,,2,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Mirabest,J005425.5+342220,13.606626,34.37242,0.2815,False,False,True,False,False,False,False,False,False,25.18,,,J005425+342220,1993,53762,64,,,,,,1.4,s,10.7,66.1,,,2,31.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Mirabest,J005429.3+014054,13.622152,1.68174,0.07719,True,False,False,False,False,False,False,False,False,,8.42,,J005429+014054,528,52022,93,,,,,,0.7,s,26.3,63.6,,,1,,,,,1,,11.4,6.05031430670237,1.98,3.12,9.03826,0.102,0.039,0.602,1.817,0.628,5.81,0,,,,,,,,,,
566,Mirabest,J005430.8+294223,13.628431,29.70645,0.1155,False,True,False,False,False,False,True,False,False,24.86,,,J005430+294223,2094,53851,254,,,,,,0.54,s,3,219,,,4,286.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Mirabest,J005431.4+183828,13.631054,18.6412,0.1099,False,True,False,False,False,False,False,False,False,24.57,,,J005431+183828,2642,54232,275,,,,,,0.45,s,20.3,125,,,4,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Mirabest,J005433.3+465919,13.638873,46.98872,0.36,False,False,False,False,False,False,True,False,False,25.42,,,J005433+465919,1465,53082,370,,,,,,0.39,s,18.1,65,,,2,19.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Mirabest,J005436.2+162052,13.651152,16.3478,0.2277,False,True,False,False,False,False,True,False,False,24.94,,,J005436+162052,2607,54184,195,,,,,,0.29,s,4,60.2,,,2,53.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Mirabest,J005437.1-015048,13.65482,-1.84687,0.08929,True,False,False,False,False,False,False,False,False,,8.25,,J005437-015048,912,52427,486,,,,,,0.71,s,57.5,58.2,,,1,,,,,0.98,,11.23,6.91707069900958,1.91,3.15,8.75198,1.134,-1.487,0.845,1.92,-1.281,5.93,0,,,,,,,,,,
571,Mirabest,J005441.8+605025,13.674557,60.84054,0.073,False,True,False,False,False,False,True,False,False,23.73,8.57,,J005441+605025,785,52339,80,,,,,,0.46,s,3.1,42,,,4,279.05,,,,1.04,,11.37,6.92768109079142,2.05,3.16,8.89064,-0.314,-0.862,0,0.879,0.5,5.99,0,,,,,,,,,,
