RA,Dec,z,"L_rad,t",Size_rad,M_{BH},g-r,FRI,FRII,WAT,NAT,source_name,f_name,Host_name,f_z,Type,S1400MHz,S3000MHz,alpha,OA,Rc,LAS,Mr,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
119.52673,36.81221,0.38514,25.64,282.0,8.36,1.77,False,True,True,False,J075806.64+364846.4,,WISEA J075806.41+364843.9,s,"FR-II,WAT",84.42,45.59,0.81,164.4,131.4,52,-22.86,,,,,,,,,,
119.55855,11.2825,0.29297,25.14,217.0,8.85,1.6,True,False,True,False,J075813.96+111652.2,a,WISEA J075814.05+111657.0,s,"FR-I,WAT",46.96,21.48,1.03,160.1,47.5,48,-22.93,WHL J075814.0+111657,0.293,s,1210.0,0.0,0.0,0.747,34.13,1.54,20.0
119.71733,28.59434,0.47745,25.56,289.0,,1.94,False,True,True,False,J075852.56+283539.2,,DESI J075852.16+283539.6,p,"FR-II,WAT",40.07,19.39,0.95,159.1,47.3,47,,CFSFDP J075852.2+283540,0.4965,s,1940.0,0.0,0.0,0.61,25.69,1.17,11.0
119.8143,58.66155,0.80449,26.26,217.0,,,True,False,True,False,J075915.17+583946.3,,DESI J075915.43+583941.6,p,"FR-I,WAT",57.68,27.48,0.97,116.7,22.0,28,,WH J075915.4+583942,0.8088,p,2898.0,0.0,0.0,0.587,27.97,1.27,10.0
119.82128,27.15447,0.09918,25.14,286.0,8.75,1.01,False,False,True,False,J075916.78+270906.8,a,WISEA J075917.10+270916.0,s,"--,WAT",506.98,214.23,1.13,163.1,441.1,151,-23.6,WHL J075917.1+270916,0.0989,s,430.0,0.0,0.0,0.958,56.54,2.51,35.0
119.97671,8.32733,0.23478,24.92,127.0,8.6,1.4,False,True,True,False,J075954.30+081942.0,,2MASS J07595441+0819383,s,"FR-II,WAT",47.01,22.06,0.99,141.9,20.0,33,-23.39,WHL J075954.0+081944,0.2348,s,985.0,8.0,31.0,0.964,66.65,2.94,46.0
119.98068,44.83916,,,,,,False,True,False,True,J075955.36+445021.0,b,,,"FR-II,NAT",100.21,43.49,1.1,85.6,11.3,31,,,,,,,,,,,
120.03167,18.26103,0.41284,25.19,169.0,,1.89,True,False,True,False,J080008.02+181541.4,,DESI J080007.60+181539.7,p,"FR-I,WAT",23.93,11.35,0.98,127.0,27.2,30,,,,,,,,,,,
120.08817,56.04701,,,,,,True,False,True,False,J080021.20+560246.1,,DESI J080021.16+560249.2,,"FR-I,WAT",71.07,23.87,1.43,141.1,37.0,58,,WH J080026.5+560438,0.9677,p,3320.0,118.0,965.0,0.434,16.28,0.75,6.0
120.09608,31.45268,0.34043,25.05,185.0,,1.74,False,True,True,False,J080023.00+312710.1,,WISEA J080023.05+312709.6,s,"FR-II,WAT",30.57,19.92,0.56,158.5,915.9,37,,AMF J080023.1+312710,0.3404,s,1388.0,0.0,0.0,0.65,20.44,0.94,11.0
120.21993,13.49593,0.30727,25.02,206.0,,1.64,False,False,False,True,J080053.25+132955.4,,WISEA J080052.78+132945.3,s,"--,NAT",37.17,26.63,0.44,54.7,12.0,44,,WHL J080052.8+132945,0.3073,s,1264.0,0.0,0.0,0.514,12.69,0.59,7.0
120.22627,42.04601,0.81193,25.54,186.0,,2.21,True,False,True,False,J080053.97+420244.2,,DESI J080054.31+420245.6,p,"FR-I,WAT",17.24,15.52,0.14,134.8,23.7,24,,WH J080041.9+420328,0.4981,s,1945.0,144.0,906.0,0.515,16.88,0.78,7.0
120.22761,45.01383,2.36317,27.26,267.0,,-0.11,True,False,True,False,J080054.76+450050.2,,DESI J080054.62+450049.7,s,"FR-I,WAT",67.49,43.84,0.57,150.3,44.5,32,,,,,,,,,,,
120.25332,14.90505,0.8145,25.52,280.0,,-0.06,False,True,True,False,J080100.90+145416.9,c,DESI J080100.80+145418.2,p,"FR-II,WAT",16.55,15.0,0.13,149.0,26.7,36,,,,,,,,,,,
120.28292,43.84182,0.25535,25.22,160.0,,1.56,False,True,True,False,J080107.98+435032.3,,2MASX J08010789+4350305,s,"FR-II,WAT",80.53,42.86,0.83,110.5,12.1,39,,Y21 J080107.9+435031,0.2553,s,1065.0,0.0,0.0,0.732,29.58,1.34,11.0
120.41108,43.04117,,,,,,False,True,True,False,J080138.66+430228.2,,,,"FR-II,WAT",30.92,6.72,2.0,169.8,230.2,88,,,,,,,,,,,
120.44117,11.1338,0.92393,26.01,218.0,,0.36,True,False,True,False,J080146.06+110804.8,,WISEA J080145.88+110801.6,s,"FR-I,WAT",26.6,15.13,0.74,125.4,19.5,27,,,,,,,,,,,
120.49664,10.09358,0.07113,23.72,42.0,,0.81,True,False,False,True,J080159.84+100535.1,,DESI J080159.19+100536.9,p,"FR-I,NAT",41.11,28.76,0.47,87.9,14.7,30,,,,,,,,,,,
120.59565,39.07309,0.36432,25.59,131.0,8.56,1.82,False,False,False,True,J080223.65+390416.8,f,WISEA J080222.95+390423.1,s,"--,NAT",71.79,25.02,1.38,74.4,37.9,25,-22.95,GMBCG J080221.4+390336,0.4771,s,1874.0,50.0,308.0,0.566,10.05,0.47,7.0
120.73276,22.47239,0.36284,24.93,125.0,8.8,1.82,False,False,True,False,J080256.04+222820.4,,SDSS J080255.86+222820.6,s,"--,WAT",20.92,14.74,0.46,163.2,27.4,24,-22.78,,,,,,,,,,
120.81885,24.67675,0.04292,23.82,42.0,,,True,False,False,True,J080316.18+244050.9,j,CGCG 118-054,s,"FR-I,NAT",134.9,22.11,2.37,35.3,16.6,48,,,,,,,,,,,
120.86696,33.7383,0.63451,25.78,226.0,,1.64,False,False,True,False,J080327.78+334419.6,,DESI J080328.07+334417.9,p,"--,WAT",25.54,7.91,1.54,146.7,47.3,32,,WHL J080327.9+334416,0.625,s,2356.0,4.0,28.0,0.776,52.51,2.34,23.0
120.90703,10.84524,0.14234,24.97,241.0,,1.14,False,False,False,True,J080336.71+105043.1,d,WISEA J080337.68+105042.8,s,"--,NAT",132.63,21.0,2.42,70.3,22.8,93,,WHL J080337.7+105043,0.1438,s,617.0,0.0,0.0,0.685,23.8,1.08,17.0
120.91627,45.7646,0.50664,25.96,412.0,8.51,2.0,False,True,True,False,J080338.64+454551.8,,WISEA J080339.90+454552.5,s,"FR-II,WAT",93.66,50.29,0.82,157.4,83.5,65,-22.47,GMBCG J120.90370+45.71714,0.14,p,602.0,174.0,445.0,,,,
120.93006,9.95986,0.03431,23.67,73.0,,,True,False,True,False,J080343.80+095736.4,,2MASX J08034320+0957353,s,"FR-I,WAT",149.73,21.32,2.56,163.4,268.8,104,,MSPM 00130,0.0338,p,149.0,9.0,6.0,,,,
120.97214,49.1131,1.09645,26.15,285.0,,,False,True,True,False,J080353.28+490649.6,,DESI J080353.31+490647.2,p,"FR-II,WAT",27.09,16.91,0.62,157.8,15.0,34,,AMF J080345.1+490810,0.5747,s,2197.0,116.0,785.0,0.58,21.03,0.96,17.0
121.07797,60.60617,,,,,,False,True,True,False,J080418.71+603622.2,,,,"FR-II,WAT",40.2,15.64,1.24,161.8,92.4,57,,,,,,,,,,,
121.16572,54.57212,0.25811,24.77,149.0,8.64,1.51,False,False,False,True,J080440.02+543436.8,,WISEA J080439.77+543419.6,s,"--,NAT",28.07,14.76,0.84,39.0,16.5,36,-22.84,ZwCl 0800.8+5441,,p,,114.0,,,,,
121.35339,48.21843,0.47917,24.91,172.0,7.81,1.74,False,False,True,False,J080525.17+481308.7,,WISEA J080524.81+481306.3,s,"--,WAT",11.94,10.19,0.21,151.4,21.8,28,-22.1,WH J080541.4+481310,0.2945,p,1216.0,166.0,756.0,0.492,11.24,0.52,6.0
121.38369,37.85058,0.28493,25.07,249.0,8.31,1.63,False,False,True,False,J080532.95+375058.9,,WISEA J080532.08+375102.0,s,"--,WAT",43.48,20.77,0.97,111.7,277.4,56,-22.85,GMBCG J121.38363+37.85054,0.279,p,1156.0,0.0,0.0,,,,
121.40862,38.14605,1.0064,25.47,173.0,,,True,False,True,False,J080538.11+380848.5,,DESI J080538.07+380845.8,p,"FR-I,WAT",9.11,7.79,0.21,141.8,17.0,21,,CFSFDP J080530.9+380923,0.5625,s,2158.0,92.0,616.0,0.506,19.59,0.9,6.0
121.42955,16.23225,0.10003,24.76,176.0,8.67,,False,False,True,False,J080543.44+161357.0,,WISEA J080543.09+161356.0,s,"--,WAT",189.59,39.49,2.06,162.3,138.8,92,-22.47,maxBCG J080543.1+161356,0.1004,s,436.0,0.0,0.0,0.733,27.09,1.23,17.0
121.50642,19.10406,0.09788,24.65,91.0,8.18,0.94,False,False,True,False,J080601.58+190606.0,,WISEA J080601.54+190614.6,s,"--,WAT",178.62,115.2,0.58,151.6,65.5,49,-22.01,,,,,,,,,,
121.50889,37.15046,0.63431,25.52,183.0,,1.98,False,False,True,False,J080601.94+370905.5,,WISEA J080602.13+370901.6,s,"--,WAT",21.05,12.29,0.71,132.2,28.6,26,,Y21 J080602.1+370902,0.6342,s,2385.0,0.0,0.0,0.703,41.02,1.84,18.0
121.67335,45.22142,0.24385,24.56,103.0,,1.5,True,False,True,False,J080641.50+451321.1,a,WISEA J080641.60+451317.1,s,"FR-I,WAT",22.51,19.69,0.18,119.7,14.9,26,,maxBCG J080641.6+451317,0.2439,s,1020.0,0.0,0.0,0.742,32.34,1.46,26.0
121.67252,49.77478,0.24469,25.22,211.0,8.73,1.59,True,False,True,False,J080642.30+494636.1,,WISEA J080641.40+494629.2,s,"FR-I,WAT",88.61,46.55,0.84,130.7,31.8,53,-23.04,maxBCG J080647.8+494726,0.2447,s,1024.0,84.0,335.0,0.901,56.39,2.5,31.0
121.68795,16.48324,0.19475,24.43,97.0,,1.25,True,False,True,False,J080645.36+162901.5,,WISEA J080645.10+162859.6,s,"FR-I,WAT",26.81,22.74,0.22,149.3,34.1,29,,WH J080641.3+162739,0.795,p,2860.0,98.0,757.0,0.458,13.88,0.64,6.0
121.75532,13.04721,,,,,1.5,True,False,False,True,J080701.28+130249.9,,,,"FR-I,NAT",46.65,29.45,0.6,87.4,14.9,30,,,,,,,,,,,
121.8392,14.27192,,,,,,False,True,True,False,J080721.41+141618.9,"g,j",,,"FR-II,WAT",59.6,29.79,0.91,112.2,23.4,43,,,,,,,,,,,
121.96422,10.45725,0.61634,25.91,167.0,,1.87,True,False,True,False,J080751.35+102726.5,,DESI J080751.41+102726.1,p,"FR-I,WAT",36.6,11.35,1.54,129.6,11.5,24,,CFSFDP J080755.5+102702,0.6161,s,2328.0,64.0,447.0,0.579,22.67,1.03,8.0
122.02789,44.30802,0.84795,25.74,189.0,,,False,False,True,False,J080806.94+441831.0,,DESI J080806.69+441828.9,p,"--,WAT",19.01,11.97,0.61,132.1,15.6,24,,,,,,,,,,,
122.07235,55.19422,0.64724,25.54,264.0,,2.06,False,True,True,False,J080816.62+551139.1,,WISEA J080817.36+551139.1,s,"FR-II,WAT",19.45,10.22,0.84,138.3,40.9,37,,WHL J080817.3+551140,0.6473,s,2425.0,1.0,7.0,0.554,20.23,0.93,9.0
122.09308,39.0164,0.19564,25.02,137.0,,1.31,True,False,True,False,J080822.25+390104.4,a,SDSS J080822.33+390059.0,s,"FR-I,WAT",93.14,50.77,0.8,113.7,17.7,41,,NSC J080817+390052,0.1473,p,632.0,57.0,152.0,,,,
122.11858,53.65682,1.0556,26.29,350.0,,1.83,False,True,True,False,J080829.15+533930.4,,DESI J080828.46+533924.6,p,"FR-II,WAT",38.42,22.84,0.68,145.3,64.8,42,,WH J080818.2+534044,0.5653,s,2167.0,121.0,812.0,0.513,18.75,0.86,8.0
122.15422,16.75419,0.41344,25.19,181.0,8.4,1.89,False,True,True,False,J080837.38+164515.5,,WISEA J080837.01+164515.0,s,"FR-II,WAT",28.7,20.04,0.47,150.0,26.5,32,-23.09,GMBCG J080837.0+164515,0.4493,p,1778.0,0.0,0.0,0.671,33.37,1.51,12.0
122.35021,43.40946,,,,,,False,True,True,False,J080924.05+432434.0,,,,"FR-II,WAT",11.27,6.52,0.72,119.0,10.6,29,,,,,,,,,,,
122.35901,9.56778,0.23233,24.44,65.0,8.53,1.42,True,False,False,True,J080926.46+093405.9,f,WISEA J080926.16+093404.0,s,"FR-I,NAT",16.9,9.86,0.71,75.1,6.9,17,-22.94,WHL J080926.3+093404,0.2323,s,975.0,1.0,4.0,0.677,26.43,1.2,13.0
122.51456,10.66785,0.51064,25.5,235.0,,1.95,False,False,True,False,J081004.04+104004.4,,DESI J081003.49+104004.3,p,"--,WAT",25.98,9.62,1.3,125.9,21.3,37,,AMF J080957.7+103753,0.5151,s,2002.0,156.0,999.0,0.613,18.52,0.85,8.0
122.53671,48.22781,,,,,,False,True,True,False,J081008.81+481340.1,,,,"FR-II,WAT",89.79,44.28,0.93,158.3,14.7,30,,,,,,,,,,,
122.56931,61.32821,0.27223,24.7,146.0,,,False,True,True,False,J081016.45+611943.1,,DESI J081016.63+611941.6,p,"FR-II,WAT",21.51,12.1,0.75,153.7,28.9,34,,,,,,,,,,,
122.63228,4.66924,,,,,1.67,False,False,True,False,J081031.75+044009.2,,,,"--,WAT",44.27,14.81,1.44,166.6,60.2,45,,,,,,,,,,,
122.75009,21.43655,0.54086,25.03,118.0,,1.44,True,False,True,False,J081100.12+212616.7,,DESI J081100.02+212611.6,p,"FR-I,WAT",11.23,8.22,0.41,108.3,17.0,18,,WHL J081058.0+212836,0.299,s,1233.0,147.0,676.0,0.548,15.56,0.72,7.0
122.75253,57.2368,0.61072,26.68,320.0,,-0.15,True,False,True,False,J081100.96+571408.7,,SDSS J081100.60+571412.4,s,"FR-I,WAT",467.34,472.88,-0.02,126.8,25.4,46,,,,,,,,,,,
122.83837,36.44771,,,,,1.86,False,False,True,False,J081121.21+362651.8,,,,"--,WAT",74.44,42.84,0.72,162.6,29.1,39,,,,,,,,,,,
122.86248,10.67721,0.50327,25.51,164.0,9.11,1.97,True,False,True,False,J081127.21+104041.9,,WISEA J081126.99+104037.9,s,"FR-I,WAT",32.48,16.58,0.88,111.3,11.7,26,-21.96,AMF J081126.5+104038,0.5121,p,1992.0,7.0,45.0,0.605,25.28,1.15,18.0
122.86846,41.76637,0.78744,26.22,361.0,8.77,1.79,False,False,True,False,J081128.38+414601.5,,DESI J081128.43+414558.9,p,"--,WAT",56.94,28.74,0.9,164.8,,47,-22.82,,,,,,,,,,
122.91874,40.24925,0.12183,24.45,93.0,8.44,1.13,False,False,True,False,J081139.01+401452.1,,WISEA J081140.49+401457.3,s,"--,WAT",66.64,29.59,1.07,158.9,46.8,41,-22.08,maxBCG J081153.4+401348,0.1227,s,530.0,163.0,373.0,0.797,35.58,1.6,23.0
122.92035,10.4909,0.28524,25.39,262.0,,1.57,True,False,True,False,J081140.77+102920.4,f,DESI J081140.88+102927.2,p,"FR-I,WAT",82.73,31.56,1.26,155.3,50.6,59,,WH J081145.6+102843,0.6349,p,2387.0,82.0,580.0,0.536,18.52,0.85,8.0
123.10899,16.99464,,,,,,False,True,False,True,J081226.16+165940.7,,,,"FR-II,NAT",24.29,7.05,1.62,74.2,182.2,55,,,,,,,,,,,
123.17295,8.83431,0.92155,26.08,234.0,,1.35,False,False,True,False,J081241.71+085006.5,,DESI J081241.51+085003.5,p,"--,WAT",26.26,12.03,1.02,136.6,21.4,29,,WH J081235.1+084948,0.9567,p,3292.0,96.0,783.0,0.632,40.29,1.81,8.0
123.1824,25.0465,0.24102,24.98,201.0,8.8,1.46,False,False,True,False,J081243.91+250247.0,a,WISEA J081243.77+250247.3,s,"--,WAT",55.39,33.5,0.66,147.0,45.3,51,-23.13,Y21 J081243.8+250247,0.241,s,1009.0,0.0,0.0,0.658,22.85,1.04,14.0
123.21511,6.59995,0.56623,25.3,188.0,,0.98,False,True,True,False,J081251.39+063605.2,,DESI J081251.63+063559.8,p,"FR-II,WAT",17.69,11.77,0.53,134.5,22.1,28,,,,,,,,,,,
123.26379,13.43536,0.18804,24.91,188.0,,,False,False,True,False,J081303.47+132617.5,,WISEA J081303.31+132607.3,s,"--,WAT",76.06,37.98,0.91,126.3,72.5,58,,maxBCG J081303.3+132607,0.188,s,798.0,1.0,3.0,0.65,24.32,1.11,26.0
123.3184,16.91385,0.37289,24.99,143.0,7.85,1.85,True,False,True,False,J081316.69+165455.5,,WISEA J081316.41+165449.8,s,"FR-I,WAT",20.68,11.86,0.73,108.7,12.6,27,-23.02,GMBCG J081316.4+165450,0.3729,s,1507.0,0.0,0.0,0.557,14.54,0.67,10.0
123.337,14.2175,0.26433,24.77,113.0,,1.54,False,False,True,False,J081321.02+141257.3,,WISEA J081320.88+141303.0,s,"--,WAT",27.63,16.66,0.66,152.0,15.8,27,,maxBCG J081320.9+141303,0.2643,s,1100.0,0.0,0.0,0.596,20.39,0.93,13.0
123.41692,12.2603,0.21289,24.49,218.0,,1.35,False,False,True,False,J081339.74+121536.5,,DESI J081340.06+121537.1,p,"--,WAT",26.86,27.77,-0.04,159.2,221.5,61,,GMBCG J123.41691+12.26031,0.226,p,950.0,0.0,0.0,,,,
123.45035,14.68154,0.33751,25.06,314.0,7.93,1.58,False,False,True,False,J081348.36+144055.7,,SDSS J081348.08+144053.5,s,"--,WAT",30.6,17.72,0.72,149.5,62.7,63,-22.38,,,,,,,,,,
123.45275,34.19062,0.19357,24.75,153.0,,1.36,True,False,True,False,J081349.18+341126.2,,DESI J081348.66+341126.2,p,"FR-I,WAT",50.5,28.0,0.77,144.2,30.8,46,,maxBCG J081348.7+341126,0.2042,s,863.0,0.0,0.0,0.954,62.67,2.77,29.0
123.51316,43.00292,,,,,,False,False,True,False,J081403.16+430010.5,f,,,"--,WAT",81.07,,,135.7,15.8,37,,,,,,,,,,,
123.63913,22.54323,0.164,24.36,61.0,,1.17,False,True,True,False,J081433.43+223241.3,,WISEA J081433.39+223235.6,s,"FR-II,WAT",29.48,14.91,0.89,90.5,15.5,21,,maxBCG J081433.4+223236,0.1646,s,703.0,0.0,0.0,0.934,57.22,2.54,52.0
123.65229,28.56081,1.62479,27.04,365.0,,0.15,False,True,True,False,J081436.71+283344.9,,WISEA J081436.54+283338.9,s,"FR-II,WAT",81.01,48.31,0.68,151.3,27.9,42,,,,,,,,,,,
123.69182,26.2637,0.27991,24.84,153.0,,1.56,False,True,True,False,J081445.88+261548.0,a,WISEA J081446.03+261549.3,s,"FR-II,WAT",29.25,18.82,0.58,158.1,31.4,35,,CFSFDP J081447.6+261355,0.9197,p,3197.0,116.0,936.0,0.442,16.25,0.75,8.0
123.73997,38.5526,0.18148,24.35,91.0,,1.29,True,False,True,False,J081457.72+383312.3,a,SDSS J081457.58+383309.2,s,"FR-I,WAT",23.18,12.13,0.85,153.3,29.3,29,,WHL J081457.6+383309,0.1809,p,769.0,0.0,0.0,,,,
123.77086,49.13385,0.15654,24.49,95.0,,1.21,False,True,True,False,J081505.25+490758.8,,WISEA J081505.00+490801.8,s,"FR-II,WAT",46.61,34.38,0.4,115.4,13.1,34,,maxBCG J081505.0+490802,0.1582,s,677.0,0.0,0.0,0.684,27.34,1.24,23.0
123.78903,27.06149,,,,,,True,False,True,False,J081509.37+270341.4,,,,"FR-I,WAT",59.65,11.29,2.18,92.6,8.0,24,,,,,,,,,,,
123.84524,13.80946,0.88284,26.66,383.0,,0.08,False,True,True,False,J081522.92+134837.7,,WISEA J081522.85+134834.0,s,"FR-II,WAT",141.36,88.29,0.62,152.5,58.2,48,,,,,,,,,,,
123.84604,19.13514,,,,,,False,True,True,False,J081523.05+190806.5,,,,"FR-II,WAT",40.25,20.06,0.91,168.7,52.1,31,,,,,,,,,,,
123.93127,32.57048,0.40985,25.77,180.0,8.57,1.93,False,False,True,False,J081543.65+323405.2,,WISEA J081543.50+323413.7,s,"--,WAT",89.82,40.77,1.04,98.3,16.5,32,-23.7,WHL J081543.1+323444,0.4098,s,1640.0,31.0,175.0,1.16,131.65,5.7,80.0
123.94706,37.17285,,,,,,True,False,True,False,J081547.29+371022.3,,,,"FR-I,WAT",116.04,23.11,2.12,156.4,36.0,37,,,,,,,,,,,
123.98585,52.11593,,,,,,True,False,True,False,J081556.60+520657.3,c,,,"FR-I,WAT",11.16,7.33,0.55,129.7,18.2,23,,,,,,,,,,,
124.00312,25.61311,,,,,,True,False,True,False,J081600.75+253647.2,c,,,"FR-I,WAT",17.9,11.48,0.58,129.7,12.0,25,,,,,,,,,,,
124.12555,34.27458,0.33358,25.58,331.0,,1.77,True,False,True,False,J081629.15+341633.3,,DESI J081630.13+341628.5,p,"FR-I,WAT",99.46,52.01,0.85,111.8,8.6,67,,WHL J081630.1+341628,0.3749,p,1514.0,0.0,0.0,0.845,48.01,2.14,48.0
124.13972,8.39387,0.24151,24.99,134.0,,1.33,False,True,True,False,J081633.69+082333.6,,DESI J081633.53+082337.9,p,"FR-II,WAT",52.86,25.45,0.96,126.0,21.6,34,,,,,,,,,,,
124.15064,50.38947,0.19385,24.88,156.0,8.53,1.37,False,False,True,False,J081635.23+502330.5,,WISEA J081636.15+502322.0,s,"--,WAT",68.06,37.43,0.78,135.4,20.2,47,-22.9,AMF J081636.2+502322,0.1939,s,822.0,0.0,0.0,0.63,17.56,0.81,10.0
124.16476,30.49452,0.42115,25.0,108.0,,1.87,False,False,True,False,J081639.64+302947.1,,DESI J081639.54+302940.3,p,"--,WAT",14.75,6.98,0.98,125.4,20.2,19,,WHL J081639.5+302940,0.4079,p,1633.0,0.0,0.0,0.698,24.11,1.1,14.0
124.19192,40.22357,0.97869,25.98,516.0,,0.86,False,True,True,False,J081646.85+401331.6,,WISEA J081646.06+401324.8,s,"FR-II,WAT",22.36,13.06,0.71,165.2,83.2,63,,,,,,,,,,,
124.20668,49.57348,0.27995,24.65,127.0,8.31,1.61,False,False,True,False,J081649.61+493428.1,,WISEA J081649.60+493424.5,s,"--,WAT",17.89,9.9,0.78,145.3,23.9,29,-22.53,GMBCG J081646.0+493259,0.3505,s,1425.0,93.0,476.0,1.046,99.12,4.33,48.0
124.21088,12.74059,0.40261,25.6,256.0,,0.25,False,False,True,False,J081650.79+124431.8,,DESI J081650.61+124426.1,p,"--,WAT",73.04,43.59,0.68,163.6,171.2,46,,,,,,,,,,,
124.21427,28.37458,0.35293,25.31,190.0,8.18,1.77,False,False,True,False,J081651.88+282227.1,,WISEA J081651.42+282228.4,s,"--,WAT",45.17,20.44,1.04,118.8,24.0,37,-23.06,RM J081649.3+282234.4,0.3609,p,1463.0,29.0,151.0,,,,
124.21976,41.55903,0.37563,24.99,149.0,9.22,1.92,False,False,True,False,J081652.28+413326.9,"a,j",WISEA J081652.74+413332.5,s,"--,WAT",16.8,6.14,1.32,95.0,10.7,28,-22.33,CFSFDP J081657.2+413255,0.3774,s,1523.0,62.0,332.0,0.504,14.31,0.66,8.0
124.21653,49.42928,0.19091,24.73,115.0,8.51,1.35,False,True,True,False,J081652.41+492536.0,,WISEA J081651.96+492545.3,s,"FR-II,WAT",47.1,19.95,1.13,154.6,26.9,35,-22.83,maxBCG J081652.0+492546,0.1909,s,810.0,0.0,0.0,0.626,18.66,0.86,16.0
124.22395,39.18784,0.46538,25.83,351.0,,1.98,False,False,True,False,J081653.98+391117.4,,DESI J081653.74+391116.1,s,"--,WAT",79.57,38.55,0.95,169.8,115.3,58,,WHL J081653.7+391116,0.4654,s,1834.0,0.0,0.0,0.716,37.4,1.68,21.0
124.24707,57.27457,0.19983,25.23,177.0,,1.4,True,False,False,True,J081659.78+571636.2,"f,g,j",WISEA J081659.29+571628.4,s,"FR-I,NAT",141.65,76.15,0.81,82.8,14.6,52,,WHL J081659.3+571629,0.1998,s,846.0,0.0,0.0,0.777,33.06,1.49,24.0
124.28394,22.40319,,,,,,False,True,True,False,J081708.15+222411.5,,,,"FR-II,WAT",19.91,10.04,0.9,112.7,7.8,30,,,,,,,,,,,
124.31758,17.25076,0.68331,25.98,430.0,,1.87,False,False,True,False,J081716.46+171516.5,,DESI J081716.22+171502.7,p,"--,WAT",52.89,31.88,0.66,115.6,35.0,59,,Y21 J081716.2+171503,0.7041,p,2597.0,0.0,0.0,0.576,24.12,1.1,12.0
124.32731,51.07975,0.07215,23.78,102.0,8.63,1.0,True,False,True,False,J081718.10+510445.7,,WISEA J081718.55+510447.1,s,"FR-I,WAT",42.39,12.09,1.65,166.0,59.8,72,-22.69,AMF J081718.5+510447,0.0721,s,315.0,0.0,0.0,0.544,12.77,0.59,13.0
124.36697,3.55982,,,,,1.6,False,True,True,False,J081728.07+033335.4,,,,"FR-II,WAT",11.72,7.77,0.54,164.6,38.5,29,,,,,,,,,,,
124.38584,43.50321,0.37621,25.03,160.0,,1.57,False,True,True,False,J081732.80+433012.4,,SDSS J081732.59+433011.3,s,"FR-II,WAT",18.91,7.23,1.26,150.9,29.5,30,,CFSFDP J081724.2+432759,0.3609,s,1463.0,161.0,839.0,0.553,16.63,0.77,8.0
124.38657,24.90162,0.76187,25.6,167.0,8.48,1.81,True,False,True,False,J081732.94+245406.5,c,SDSS J081732.77+245405.8,s,"FR-I,WAT",19.96,15.2,0.36,166.1,27.6,22,-19.88,,,,,,,,,,
124.39152,20.49195,0.34736,25.08,162.0,8.71,1.73,False,False,True,False,J081734.06+202926.9,,WISEA J081733.96+202931.0,s,"--,WAT",26.66,11.17,1.14,160.1,21.9,32,-23.49,GMBCG J124.39154+20.49203,0.339,p,1383.0,0.0,0.0,,,,
124.40091,59.95378,0.02859,23.97,88.0,,,False,False,True,False,J081736.44+595718.5,,2MASX J08173619+5957137,s,"--,WAT",457.62,209.15,1.03,154.7,242.3,149,,WH J081756.9+595653,0.9636,p,3310.0,156.0,1275.0,0.528,28.13,1.28,10.0
124.41451,16.36376,0.77832,26.22,237.0,,1.29,False,True,True,False,J081739.55+162153.9,,DESI J081739.48+162149.5,p,"FR-II,WAT",56.06,26.07,1.0,164.4,,31,,WH J081739.5+162150,0.7828,p,2825.0,0.0,0.0,0.428,13.69,0.63,6.0
124.44688,57.71613,0.46942,25.47,170.0,,1.72,False,False,True,False,J081747.12+574259.4,,DESI J081747.25+574258.1,p,"--,WAT",39.2,25.51,0.56,158.8,166.6,28,,WHL J081736.4+574434,0.3246,s,1329.0,129.0,627.0,0.692,24.12,1.1,12.0
124.46211,6.50352,0.16299,24.28,101.0,,1.15,False,False,True,False,J081750.88+063014.4,,WISEA J081750.90+063012.6,s,"--,WAT",25.42,14.5,0.74,156.4,31.2,35,,CFSFDP J081756.2+062911,0.5385,s,2079.0,100.0,655.0,0.465,14.77,0.68,8.0
124.49022,48.20781,0.18125,24.49,85.0,8.33,1.3,False,True,True,False,J081757.23+481220.4,,WISEA J081757.65+481228.1,s,"FR-II,WAT",34.14,23.62,0.48,107.5,8.8,27,-22.4,maxBCG J081805.0+481405,0.1852,s,787.0,121.0,389.0,0.738,28.93,1.31,25.0
124.5031,49.93666,0.28021,25.48,228.0,,1.61,False,True,True,False,J081801.24+495605.4,"f,g,h,j",WISEA J081800.74+495611.9,s,"FR-II,WAT",120.93,69.27,0.73,133.8,25.3,52,,maxBCG J081800.7+495612,0.2803,s,1161.0,0.0,0.0,0.958,70.44,3.11,44.0
124.51617,54.61902,0.11743,25.31,292.0,,1.13,True,False,True,False,J081805.32+543733.0,d,DESI J081803.86+543708.4,s,"FR-I,WAT",516.72,214.41,1.15,127.1,112.7,133,,maxBCG J081803.9+543708,0.118,s,510.0,0.0,0.0,1.002,69.27,3.06,38.0
124.52852,12.25578,0.64459,25.54,270.0,,1.9,False,False,True,False,J081807.18+121521.0,,DESI J081806.85+121520.8,p,"--,WAT",22.06,13.43,0.65,139.6,27.5,38,,WH J081807.5+121726,0.9924,p,3382.0,126.0,1037.0,0.45,15.57,0.72,8.0
