Num,f_Num,Name,RA_hms,Dec_dms,RA,Dec,PosRef,z,f_z,F1400,F150,alpha,Lum,FR,Other
395,a,J2127-0127,21:27:10.80,-01:27:21.2,321.795,-1.4558888888888888,2MASX,0.18,d,75,,,,II,
396,,J2127+0042,21:27:22.52,+00:42:57.7,321.8438333333333,0.7160277777777777,2MASX,0.13,d,11,49.0,-0.67,0.08,I,"1, 13"
397,,J2131-0555,21:31:53.07,-05:55:55.0,322.9711249999999,-5.9319444444444445,2MASX,,,39,,,,II,
398,,J2138-0545,21:38:19.97,-05:45:44.2,324.5832083333333,-5.762277777777777,EE,,,87,,,,I,
399,,J2139+1008,21:39:46.25,+10:08:28.0,324.9427083333333,10.14111111111111,2MASX,0.22,d,87,,,,,1
400,,J2142-0549,21:42:36.85,-05:49:43.3,325.6535416666666,-5.828694444444444,EE,,,50,,,,,1
401,,J2142+1017,21:42:03.49,+10:17:21.8,325.5145416666666,10.289388888888888,2MASX,0.07,d,98,,,,II,"2, 10"
402,,J2145-0659,21:45:03.51,-06:59:24.7,326.264625,-6.990194444444445,EE,,,26,,,,II,
403,,J2147+1215,21:47:11.37,+12:15:15.8,326.797375,12.254388888888888,SDSS,,,20,,,,II,1
404,,J2148-0825,21:48:01.28,-08:25:27.5,327.0053333333333,-8.424305555555556,2MASX,0.13,d,92,,,,II,13
405,,J2150-0744,21:50:10.33,-07:44:17.8,327.5430416666666,-7.738277777777778,EE,,,22,,,,II,1
406,,J2158-0507,21:58:52.69,-05:07:35.8,329.7195416666666,-5.126611111111111,EE,,,37,,,,II,
407,,J2201-0451,22:01:39.25,-04:51:36.9,330.41354166666656,-4.86025,EE,,,23,,,,I,1
408,,J2202-0101,22:02:04.86,-01:01:01.4,330.52025,-1.0170555555555556,2MASX,0.18,d,72,,,,I,13
409,a,J2207-0102,22:07:30.82,-01:02:46.1,331.8784166666666,-1.046138888888889,EE,,,13,,,,I,
410,,J2210-0152,22:10:04.77,-01:52:33.9,332.519875,-1.876083333333333,GALEX,,,39,,,,I,
411,,J2213-0854,22:13:12.43,-08:54:37.1,333.3017916666666,-8.910305555555556,EE,,,632,,,,I,
412,,J2214-0447,22:14:44.07,-04:47:33.6,333.683625,-4.792666666666666,EE,,,24,,,,I,1
413,,J2215-0757,22:15:49.46,-07:57:39.9,333.95608333333325,-7.961083333333334,2MASX,0.21,d,24,,,,I,"1, 13"
414,,J2218+0230,22:18:07.20,+02:30:33.2,334.53,2.5092222222222222,EE,,,36,256.0,-0.88,,II,1
415,,J2221-0747,22:21:16.81,-07:47:42.6,335.32004166666667,-7.795166666666667,SDSS,,,85,,,,II,8
416,a,J2248+0052,22:48:12.59,+00:52:52.8,342.0524583333333,0.8813333333333334,SDSS,0.41,d,16,,,,II,
417,,J2250-0141,22:50:47.02,-01:41:17.2,342.6959166666666,-1.6881111111111111,2MASX,0.11,d,127,,,,II,"1, 16"
418,a,J2301+0037,23:01:35.06,+00:37:13.1,345.3960833333333,0.6203055555555556,SDSS,0.43,d,47,177.0,-0.59,5.58,I,20
419,,J2306-0357,23:06:31.11,-03:57:45.2,346.629625,-3.962555555555556,EE,,,103,,,,,
420,,J2312-0919,23:12:12.16,-09:19:28.6,348.05066666666664,-9.32461111111111,SDSS,0.83,d,180,,,,II,"1, 2, 8, 10"
421,,J2315-0300,23:15:27.84,-03:00:05.1,348.866,-3.0014166666666666,EE,,,73,,,,II,
422,,J2319-0737,23:19:19.27,-07:37:34.5,349.8302916666666,-7.626250000000001,EE,,,70,,,,II,
423,,J2320-0433,23:20:49.50,-04:33:58.5,350.20624999999995,-4.56625,EE,,,101,,,,I,1
424,,J2328+0038,23:28:54.12,+00:38:48.8,352.22549999999995,0.6468888888888888,SDSS,0.43,,24,57.0,-0.39,4.32,I,
425,,J2334-0759,23:34:55.59,-07:59:14.4,353.73162499999995,-7.987333333333333,EE,,,15,,,,II,
426,,J2337-0900,23:37:34.47,-09:00:15.4,354.393625,-9.004277777777778,SDSS,,,96,,,,,
427,,J2344-0658,23:44:42.31,-06:58:09.8,356.17629166666666,-6.969388888888889,EE,,,82,,,,I,1
428,,J2349-0812,23:49:44.66,-08:12:08.6,357.43608333333333,-8.202388888888889,EE,,,13,,,,II,1
429,a,J2350-0117,23:50:28.43,-01:17:02.0,357.6184583333333,-1.2838888888888889,2MASX,0.19,d,50,,,,I,"1, 16"
430,,J2356+0119,23:56:36.26,+01:19:29.1,359.1510833333333,1.32475,EE,,,23,,,,II,
